trade_date,ticker,asof_timestamp,instrument_id
2026-04-03,AAPL,2026-04-03T16:00:00,AAPL
2026-04-03,MSFT,2026-04-03T16:00:00,MSFT
2026-04-03,NVDA,2026-04-03T16:00:00,NVDA
2026-04-03,AMZN,2026-04-03T16:00:00,AMZN
2026-04-03,META,2026-04-03T16:00:00,META
2026-04-03,GOOGL,2026-04-03T16:00:00,GOOGL
2026-04-03,GOOG,2026-04-03T16:00:00,GOOG
2026-04-03,TSLA,2026-04-03T16:00:00,TSLA
2026-04-03,AVGO,2026-04-03T16:00:00,AVGO
2026-04-03,COST,2026-04-03T16:00:00,COST
2026-04-03,NFLX,2026-04-03T16:00:00,NFLX
2026-04-03,AMD,2026-04-03T16:00:00,AMD
2026-04-03,ADBE,2026-04-03T16:00:00,ADBE
2026-04-03,QCOM,2026-04-03T16:00:00,QCOM
2026-04-03,PEP,2026-04-03T16:00:00,PEP
2026-04-03,INTU,2026-04-03T16:00:00,INTU
2026-04-03,CSCO,2026-04-03T16:00:00,CSCO
2026-04-03,TXN,2026-04-03T16:00:00,TXN
2026-04-03,AMGN,2026-04-03T16:00:00,AMGN
2026-04-03,AMAT,2026-04-03T16:00:00,AMAT
