trade_date,ticker,asof_timestamp,instrument_id
2023-04-28,AAPL,2023-04-28T16:00:00,AAPL
2023-04-28,MSFT,2023-04-28T16:00:00,MSFT
2023-04-28,NVDA,2023-04-28T16:00:00,NVDA
2023-04-28,AMZN,2023-04-28T16:00:00,AMZN
2023-04-28,META,2023-04-28T16:00:00,META
2023-04-28,GOOGL,2023-04-28T16:00:00,GOOGL
2023-04-28,GOOG,2023-04-28T16:00:00,GOOG
2023-04-28,TSLA,2023-04-28T16:00:00,TSLA
2023-04-28,AVGO,2023-04-28T16:00:00,AVGO
2023-04-28,COST,2023-04-28T16:00:00,COST
2023-04-28,NFLX,2023-04-28T16:00:00,NFLX
2023-04-28,AMD,2023-04-28T16:00:00,AMD
2023-04-28,ADBE,2023-04-28T16:00:00,ADBE
2023-04-28,QCOM,2023-04-28T16:00:00,QCOM
2023-04-28,PEP,2023-04-28T16:00:00,PEP
2023-04-28,INTU,2023-04-28T16:00:00,INTU
2023-04-28,CSCO,2023-04-28T16:00:00,CSCO
2023-04-28,TXN,2023-04-28T16:00:00,TXN
2023-04-28,AMGN,2023-04-28T16:00:00,AMGN
2023-04-28,AMAT,2023-04-28T16:00:00,AMAT
