trade_date,ticker,asof_timestamp,instrument_id
2021-08-27,AAPL,2021-08-27T16:00:00,AAPL
2021-08-27,MSFT,2021-08-27T16:00:00,MSFT
2021-08-27,NVDA,2021-08-27T16:00:00,NVDA
2021-08-27,AMZN,2021-08-27T16:00:00,AMZN
2021-08-27,META,2021-08-27T16:00:00,META
2021-08-27,GOOGL,2021-08-27T16:00:00,GOOGL
2021-08-27,GOOG,2021-08-27T16:00:00,GOOG
2021-08-27,TSLA,2021-08-27T16:00:00,TSLA
2021-08-27,AVGO,2021-08-27T16:00:00,AVGO
2021-08-27,COST,2021-08-27T16:00:00,COST
2021-08-27,NFLX,2021-08-27T16:00:00,NFLX
2021-08-27,AMD,2021-08-27T16:00:00,AMD
2021-08-27,ADBE,2021-08-27T16:00:00,ADBE
2021-08-27,QCOM,2021-08-27T16:00:00,QCOM
2021-08-27,PEP,2021-08-27T16:00:00,PEP
2021-08-27,INTU,2021-08-27T16:00:00,INTU
2021-08-27,CSCO,2021-08-27T16:00:00,CSCO
2021-08-27,TXN,2021-08-27T16:00:00,TXN
2021-08-27,AMGN,2021-08-27T16:00:00,AMGN
2021-08-27,AMAT,2021-08-27T16:00:00,AMAT
