trade_date,ticker,asof_timestamp,instrument_id
2023-08-11,AAPL,2023-08-11T16:00:00,AAPL
2023-08-11,MSFT,2023-08-11T16:00:00,MSFT
2023-08-11,NVDA,2023-08-11T16:00:00,NVDA
2023-08-11,AMZN,2023-08-11T16:00:00,AMZN
2023-08-11,META,2023-08-11T16:00:00,META
2023-08-11,GOOGL,2023-08-11T16:00:00,GOOGL
2023-08-11,GOOG,2023-08-11T16:00:00,GOOG
2023-08-11,TSLA,2023-08-11T16:00:00,TSLA
2023-08-11,AVGO,2023-08-11T16:00:00,AVGO
2023-08-11,COST,2023-08-11T16:00:00,COST
2023-08-11,NFLX,2023-08-11T16:00:00,NFLX
2023-08-11,AMD,2023-08-11T16:00:00,AMD
2023-08-11,ADBE,2023-08-11T16:00:00,ADBE
2023-08-11,QCOM,2023-08-11T16:00:00,QCOM
2023-08-11,PEP,2023-08-11T16:00:00,PEP
2023-08-11,INTU,2023-08-11T16:00:00,INTU
2023-08-11,CSCO,2023-08-11T16:00:00,CSCO
2023-08-11,TXN,2023-08-11T16:00:00,TXN
2023-08-11,AMGN,2023-08-11T16:00:00,AMGN
2023-08-11,AMAT,2023-08-11T16:00:00,AMAT
