trade_date,ticker,asof_timestamp,instrument_id
2025-12-19,AAPL,2025-12-19T16:00:00,AAPL
2025-12-19,MSFT,2025-12-19T16:00:00,MSFT
2025-12-19,NVDA,2025-12-19T16:00:00,NVDA
2025-12-19,AMZN,2025-12-19T16:00:00,AMZN
2025-12-19,META,2025-12-19T16:00:00,META
2025-12-19,GOOGL,2025-12-19T16:00:00,GOOGL
2025-12-19,GOOG,2025-12-19T16:00:00,GOOG
2025-12-19,TSLA,2025-12-19T16:00:00,TSLA
2025-12-19,AVGO,2025-12-19T16:00:00,AVGO
2025-12-19,COST,2025-12-19T16:00:00,COST
2025-12-19,NFLX,2025-12-19T16:00:00,NFLX
2025-12-19,AMD,2025-12-19T16:00:00,AMD
2025-12-19,ADBE,2025-12-19T16:00:00,ADBE
2025-12-19,QCOM,2025-12-19T16:00:00,QCOM
2025-12-19,PEP,2025-12-19T16:00:00,PEP
2025-12-19,INTU,2025-12-19T16:00:00,INTU
2025-12-19,CSCO,2025-12-19T16:00:00,CSCO
2025-12-19,TXN,2025-12-19T16:00:00,TXN
2025-12-19,AMGN,2025-12-19T16:00:00,AMGN
2025-12-19,AMAT,2025-12-19T16:00:00,AMAT
