trade_date,ticker,asof_timestamp,instrument_id
2024-11-29,AAPL,2024-11-29T16:00:00,AAPL
2024-11-29,MSFT,2024-11-29T16:00:00,MSFT
2024-11-29,NVDA,2024-11-29T16:00:00,NVDA
2024-11-29,AMZN,2024-11-29T16:00:00,AMZN
2024-11-29,META,2024-11-29T16:00:00,META
2024-11-29,GOOGL,2024-11-29T16:00:00,GOOGL
2024-11-29,GOOG,2024-11-29T16:00:00,GOOG
2024-11-29,TSLA,2024-11-29T16:00:00,TSLA
2024-11-29,AVGO,2024-11-29T16:00:00,AVGO
2024-11-29,COST,2024-11-29T16:00:00,COST
2024-11-29,NFLX,2024-11-29T16:00:00,NFLX
2024-11-29,AMD,2024-11-29T16:00:00,AMD
2024-11-29,ADBE,2024-11-29T16:00:00,ADBE
2024-11-29,QCOM,2024-11-29T16:00:00,QCOM
2024-11-29,PEP,2024-11-29T16:00:00,PEP
2024-11-29,INTU,2024-11-29T16:00:00,INTU
2024-11-29,CSCO,2024-11-29T16:00:00,CSCO
2024-11-29,TXN,2024-11-29T16:00:00,TXN
2024-11-29,AMGN,2024-11-29T16:00:00,AMGN
2024-11-29,AMAT,2024-11-29T16:00:00,AMAT
