trade_date,ticker,asof_timestamp,instrument_id
2024-06-28,AAPL,2024-06-28T16:00:00,AAPL
2024-06-28,MSFT,2024-06-28T16:00:00,MSFT
2024-06-28,NVDA,2024-06-28T16:00:00,NVDA
2024-06-28,AMZN,2024-06-28T16:00:00,AMZN
2024-06-28,META,2024-06-28T16:00:00,META
2024-06-28,GOOGL,2024-06-28T16:00:00,GOOGL
2024-06-28,GOOG,2024-06-28T16:00:00,GOOG
2024-06-28,TSLA,2024-06-28T16:00:00,TSLA
2024-06-28,AVGO,2024-06-28T16:00:00,AVGO
2024-06-28,COST,2024-06-28T16:00:00,COST
2024-06-28,NFLX,2024-06-28T16:00:00,NFLX
2024-06-28,AMD,2024-06-28T16:00:00,AMD
2024-06-28,ADBE,2024-06-28T16:00:00,ADBE
2024-06-28,QCOM,2024-06-28T16:00:00,QCOM
2024-06-28,PEP,2024-06-28T16:00:00,PEP
2024-06-28,INTU,2024-06-28T16:00:00,INTU
2024-06-28,CSCO,2024-06-28T16:00:00,CSCO
2024-06-28,TXN,2024-06-28T16:00:00,TXN
2024-06-28,AMGN,2024-06-28T16:00:00,AMGN
2024-06-28,AMAT,2024-06-28T16:00:00,AMAT
