trade_date,ticker,asof_timestamp,instrument_id
2025-05-16,AAPL,2025-05-16T16:00:00,AAPL
2025-05-16,MSFT,2025-05-16T16:00:00,MSFT
2025-05-16,NVDA,2025-05-16T16:00:00,NVDA
2025-05-16,AMZN,2025-05-16T16:00:00,AMZN
2025-05-16,META,2025-05-16T16:00:00,META
2025-05-16,GOOGL,2025-05-16T16:00:00,GOOGL
2025-05-16,GOOG,2025-05-16T16:00:00,GOOG
2025-05-16,TSLA,2025-05-16T16:00:00,TSLA
2025-05-16,AVGO,2025-05-16T16:00:00,AVGO
2025-05-16,COST,2025-05-16T16:00:00,COST
2025-05-16,NFLX,2025-05-16T16:00:00,NFLX
2025-05-16,AMD,2025-05-16T16:00:00,AMD
2025-05-16,ADBE,2025-05-16T16:00:00,ADBE
2025-05-16,QCOM,2025-05-16T16:00:00,QCOM
2025-05-16,PEP,2025-05-16T16:00:00,PEP
2025-05-16,INTU,2025-05-16T16:00:00,INTU
2025-05-16,CSCO,2025-05-16T16:00:00,CSCO
2025-05-16,TXN,2025-05-16T16:00:00,TXN
2025-05-16,AMGN,2025-05-16T16:00:00,AMGN
2025-05-16,AMAT,2025-05-16T16:00:00,AMAT
