trade_date,ticker,asof_timestamp,instrument_id
2025-06-06,AAPL,2025-06-06T16:00:00,AAPL
2025-06-06,MSFT,2025-06-06T16:00:00,MSFT
2025-06-06,NVDA,2025-06-06T16:00:00,NVDA
2025-06-06,AMZN,2025-06-06T16:00:00,AMZN
2025-06-06,META,2025-06-06T16:00:00,META
2025-06-06,GOOGL,2025-06-06T16:00:00,GOOGL
2025-06-06,GOOG,2025-06-06T16:00:00,GOOG
2025-06-06,TSLA,2025-06-06T16:00:00,TSLA
2025-06-06,AVGO,2025-06-06T16:00:00,AVGO
2025-06-06,COST,2025-06-06T16:00:00,COST
2025-06-06,NFLX,2025-06-06T16:00:00,NFLX
2025-06-06,AMD,2025-06-06T16:00:00,AMD
2025-06-06,ADBE,2025-06-06T16:00:00,ADBE
2025-06-06,QCOM,2025-06-06T16:00:00,QCOM
2025-06-06,PEP,2025-06-06T16:00:00,PEP
2025-06-06,INTU,2025-06-06T16:00:00,INTU
2025-06-06,CSCO,2025-06-06T16:00:00,CSCO
2025-06-06,TXN,2025-06-06T16:00:00,TXN
2025-06-06,AMGN,2025-06-06T16:00:00,AMGN
2025-06-06,AMAT,2025-06-06T16:00:00,AMAT
