trade_date,ticker,asof_timestamp,instrument_id
2025-04-18,AAPL,2025-04-18T16:00:00,AAPL
2025-04-18,MSFT,2025-04-18T16:00:00,MSFT
2025-04-18,NVDA,2025-04-18T16:00:00,NVDA
2025-04-18,AMZN,2025-04-18T16:00:00,AMZN
2025-04-18,META,2025-04-18T16:00:00,META
2025-04-18,GOOGL,2025-04-18T16:00:00,GOOGL
2025-04-18,GOOG,2025-04-18T16:00:00,GOOG
2025-04-18,TSLA,2025-04-18T16:00:00,TSLA
2025-04-18,AVGO,2025-04-18T16:00:00,AVGO
2025-04-18,COST,2025-04-18T16:00:00,COST
2025-04-18,NFLX,2025-04-18T16:00:00,NFLX
2025-04-18,AMD,2025-04-18T16:00:00,AMD
2025-04-18,ADBE,2025-04-18T16:00:00,ADBE
2025-04-18,QCOM,2025-04-18T16:00:00,QCOM
2025-04-18,PEP,2025-04-18T16:00:00,PEP
2025-04-18,INTU,2025-04-18T16:00:00,INTU
2025-04-18,CSCO,2025-04-18T16:00:00,CSCO
2025-04-18,TXN,2025-04-18T16:00:00,TXN
2025-04-18,AMGN,2025-04-18T16:00:00,AMGN
2025-04-18,AMAT,2025-04-18T16:00:00,AMAT
