trade_date,ticker,asof_timestamp,instrument_id
2025-08-22,AAPL,2025-08-22T16:00:00,AAPL
2025-08-22,MSFT,2025-08-22T16:00:00,MSFT
2025-08-22,NVDA,2025-08-22T16:00:00,NVDA
2025-08-22,AMZN,2025-08-22T16:00:00,AMZN
2025-08-22,META,2025-08-22T16:00:00,META
2025-08-22,GOOGL,2025-08-22T16:00:00,GOOGL
2025-08-22,GOOG,2025-08-22T16:00:00,GOOG
2025-08-22,TSLA,2025-08-22T16:00:00,TSLA
2025-08-22,AVGO,2025-08-22T16:00:00,AVGO
2025-08-22,COST,2025-08-22T16:00:00,COST
2025-08-22,NFLX,2025-08-22T16:00:00,NFLX
2025-08-22,AMD,2025-08-22T16:00:00,AMD
2025-08-22,ADBE,2025-08-22T16:00:00,ADBE
2025-08-22,QCOM,2025-08-22T16:00:00,QCOM
2025-08-22,PEP,2025-08-22T16:00:00,PEP
2025-08-22,INTU,2025-08-22T16:00:00,INTU
2025-08-22,CSCO,2025-08-22T16:00:00,CSCO
2025-08-22,TXN,2025-08-22T16:00:00,TXN
2025-08-22,AMGN,2025-08-22T16:00:00,AMGN
2025-08-22,AMAT,2025-08-22T16:00:00,AMAT
