trade_date,ticker,asof_timestamp,instrument_id
2021-12-03,AAPL,2021-12-03T16:00:00,AAPL
2021-12-03,MSFT,2021-12-03T16:00:00,MSFT
2021-12-03,NVDA,2021-12-03T16:00:00,NVDA
2021-12-03,AMZN,2021-12-03T16:00:00,AMZN
2021-12-03,META,2021-12-03T16:00:00,META
2021-12-03,GOOGL,2021-12-03T16:00:00,GOOGL
2021-12-03,GOOG,2021-12-03T16:00:00,GOOG
2021-12-03,TSLA,2021-12-03T16:00:00,TSLA
2021-12-03,AVGO,2021-12-03T16:00:00,AVGO
2021-12-03,COST,2021-12-03T16:00:00,COST
2021-12-03,NFLX,2021-12-03T16:00:00,NFLX
2021-12-03,AMD,2021-12-03T16:00:00,AMD
2021-12-03,ADBE,2021-12-03T16:00:00,ADBE
2021-12-03,QCOM,2021-12-03T16:00:00,QCOM
2021-12-03,PEP,2021-12-03T16:00:00,PEP
2021-12-03,INTU,2021-12-03T16:00:00,INTU
2021-12-03,CSCO,2021-12-03T16:00:00,CSCO
2021-12-03,TXN,2021-12-03T16:00:00,TXN
2021-12-03,AMGN,2021-12-03T16:00:00,AMGN
2021-12-03,AMAT,2021-12-03T16:00:00,AMAT
