trade_date,ticker,asof_timestamp,instrument_id
2021-05-28,AAPL,2021-05-28T16:00:00,AAPL
2021-05-28,MSFT,2021-05-28T16:00:00,MSFT
2021-05-28,NVDA,2021-05-28T16:00:00,NVDA
2021-05-28,AMZN,2021-05-28T16:00:00,AMZN
2021-05-28,META,2021-05-28T16:00:00,META
2021-05-28,GOOGL,2021-05-28T16:00:00,GOOGL
2021-05-28,GOOG,2021-05-28T16:00:00,GOOG
2021-05-28,TSLA,2021-05-28T16:00:00,TSLA
2021-05-28,AVGO,2021-05-28T16:00:00,AVGO
2021-05-28,COST,2021-05-28T16:00:00,COST
2021-05-28,NFLX,2021-05-28T16:00:00,NFLX
2021-05-28,AMD,2021-05-28T16:00:00,AMD
2021-05-28,ADBE,2021-05-28T16:00:00,ADBE
2021-05-28,QCOM,2021-05-28T16:00:00,QCOM
2021-05-28,PEP,2021-05-28T16:00:00,PEP
2021-05-28,INTU,2021-05-28T16:00:00,INTU
2021-05-28,CSCO,2021-05-28T16:00:00,CSCO
2021-05-28,TXN,2021-05-28T16:00:00,TXN
2021-05-28,AMGN,2021-05-28T16:00:00,AMGN
2021-05-28,AMAT,2021-05-28T16:00:00,AMAT
