trade_date,ticker,asof_timestamp,instrument_id
2025-05-23,AAPL,2025-05-23T16:00:00,AAPL
2025-05-23,MSFT,2025-05-23T16:00:00,MSFT
2025-05-23,NVDA,2025-05-23T16:00:00,NVDA
2025-05-23,AMZN,2025-05-23T16:00:00,AMZN
2025-05-23,META,2025-05-23T16:00:00,META
2025-05-23,GOOGL,2025-05-23T16:00:00,GOOGL
2025-05-23,GOOG,2025-05-23T16:00:00,GOOG
2025-05-23,TSLA,2025-05-23T16:00:00,TSLA
2025-05-23,AVGO,2025-05-23T16:00:00,AVGO
2025-05-23,COST,2025-05-23T16:00:00,COST
2025-05-23,NFLX,2025-05-23T16:00:00,NFLX
2025-05-23,AMD,2025-05-23T16:00:00,AMD
2025-05-23,ADBE,2025-05-23T16:00:00,ADBE
2025-05-23,QCOM,2025-05-23T16:00:00,QCOM
2025-05-23,PEP,2025-05-23T16:00:00,PEP
2025-05-23,INTU,2025-05-23T16:00:00,INTU
2025-05-23,CSCO,2025-05-23T16:00:00,CSCO
2025-05-23,TXN,2025-05-23T16:00:00,TXN
2025-05-23,AMGN,2025-05-23T16:00:00,AMGN
2025-05-23,AMAT,2025-05-23T16:00:00,AMAT
