trade_date,ticker,asof_timestamp,instrument_id
2023-08-18,AAPL,2023-08-18T16:00:00,AAPL
2023-08-18,MSFT,2023-08-18T16:00:00,MSFT
2023-08-18,NVDA,2023-08-18T16:00:00,NVDA
2023-08-18,AMZN,2023-08-18T16:00:00,AMZN
2023-08-18,META,2023-08-18T16:00:00,META
2023-08-18,GOOGL,2023-08-18T16:00:00,GOOGL
2023-08-18,GOOG,2023-08-18T16:00:00,GOOG
2023-08-18,TSLA,2023-08-18T16:00:00,TSLA
2023-08-18,AVGO,2023-08-18T16:00:00,AVGO
2023-08-18,COST,2023-08-18T16:00:00,COST
2023-08-18,NFLX,2023-08-18T16:00:00,NFLX
2023-08-18,AMD,2023-08-18T16:00:00,AMD
2023-08-18,ADBE,2023-08-18T16:00:00,ADBE
2023-08-18,QCOM,2023-08-18T16:00:00,QCOM
2023-08-18,PEP,2023-08-18T16:00:00,PEP
2023-08-18,INTU,2023-08-18T16:00:00,INTU
2023-08-18,CSCO,2023-08-18T16:00:00,CSCO
2023-08-18,TXN,2023-08-18T16:00:00,TXN
2023-08-18,AMGN,2023-08-18T16:00:00,AMGN
2023-08-18,AMAT,2023-08-18T16:00:00,AMAT
