trade_date,ticker,asof_timestamp,instrument_id
2023-07-07,AAPL,2023-07-07T16:00:00,AAPL
2023-07-07,MSFT,2023-07-07T16:00:00,MSFT
2023-07-07,NVDA,2023-07-07T16:00:00,NVDA
2023-07-07,AMZN,2023-07-07T16:00:00,AMZN
2023-07-07,META,2023-07-07T16:00:00,META
2023-07-07,GOOGL,2023-07-07T16:00:00,GOOGL
2023-07-07,GOOG,2023-07-07T16:00:00,GOOG
2023-07-07,TSLA,2023-07-07T16:00:00,TSLA
2023-07-07,AVGO,2023-07-07T16:00:00,AVGO
2023-07-07,COST,2023-07-07T16:00:00,COST
2023-07-07,NFLX,2023-07-07T16:00:00,NFLX
2023-07-07,AMD,2023-07-07T16:00:00,AMD
2023-07-07,ADBE,2023-07-07T16:00:00,ADBE
2023-07-07,QCOM,2023-07-07T16:00:00,QCOM
2023-07-07,PEP,2023-07-07T16:00:00,PEP
2023-07-07,INTU,2023-07-07T16:00:00,INTU
2023-07-07,CSCO,2023-07-07T16:00:00,CSCO
2023-07-07,TXN,2023-07-07T16:00:00,TXN
2023-07-07,AMGN,2023-07-07T16:00:00,AMGN
2023-07-07,AMAT,2023-07-07T16:00:00,AMAT
