trade_date,ticker,asof_timestamp,instrument_id
2024-12-27,AAPL,2024-12-27T16:00:00,AAPL
2024-12-27,MSFT,2024-12-27T16:00:00,MSFT
2024-12-27,NVDA,2024-12-27T16:00:00,NVDA
2024-12-27,AMZN,2024-12-27T16:00:00,AMZN
2024-12-27,META,2024-12-27T16:00:00,META
2024-12-27,GOOGL,2024-12-27T16:00:00,GOOGL
2024-12-27,GOOG,2024-12-27T16:00:00,GOOG
2024-12-27,TSLA,2024-12-27T16:00:00,TSLA
2024-12-27,AVGO,2024-12-27T16:00:00,AVGO
2024-12-27,COST,2024-12-27T16:00:00,COST
2024-12-27,NFLX,2024-12-27T16:00:00,NFLX
2024-12-27,AMD,2024-12-27T16:00:00,AMD
2024-12-27,ADBE,2024-12-27T16:00:00,ADBE
2024-12-27,QCOM,2024-12-27T16:00:00,QCOM
2024-12-27,PEP,2024-12-27T16:00:00,PEP
2024-12-27,INTU,2024-12-27T16:00:00,INTU
2024-12-27,CSCO,2024-12-27T16:00:00,CSCO
2024-12-27,TXN,2024-12-27T16:00:00,TXN
2024-12-27,AMGN,2024-12-27T16:00:00,AMGN
2024-12-27,AMAT,2024-12-27T16:00:00,AMAT
