trade_date,ticker,asof_timestamp,instrument_id
2025-03-14,AAPL,2025-03-14T16:00:00,AAPL
2025-03-14,MSFT,2025-03-14T16:00:00,MSFT
2025-03-14,NVDA,2025-03-14T16:00:00,NVDA
2025-03-14,AMZN,2025-03-14T16:00:00,AMZN
2025-03-14,META,2025-03-14T16:00:00,META
2025-03-14,GOOGL,2025-03-14T16:00:00,GOOGL
2025-03-14,GOOG,2025-03-14T16:00:00,GOOG
2025-03-14,TSLA,2025-03-14T16:00:00,TSLA
2025-03-14,AVGO,2025-03-14T16:00:00,AVGO
2025-03-14,COST,2025-03-14T16:00:00,COST
2025-03-14,NFLX,2025-03-14T16:00:00,NFLX
2025-03-14,AMD,2025-03-14T16:00:00,AMD
2025-03-14,ADBE,2025-03-14T16:00:00,ADBE
2025-03-14,QCOM,2025-03-14T16:00:00,QCOM
2025-03-14,PEP,2025-03-14T16:00:00,PEP
2025-03-14,INTU,2025-03-14T16:00:00,INTU
2025-03-14,CSCO,2025-03-14T16:00:00,CSCO
2025-03-14,TXN,2025-03-14T16:00:00,TXN
2025-03-14,AMGN,2025-03-14T16:00:00,AMGN
2025-03-14,AMAT,2025-03-14T16:00:00,AMAT
