date,QQQ
2004-09-22,34.950001
2004-09-23,34.919998
2004-09-24,34.799999
2004-09-27,34.5
2004-09-28,34.57
2004-09-29,35.080002
2004-09-30,35.139999
2004-10-01,36.099998
2004-10-04,36.310001
2004-10-05,36.360001
2004-10-06,36.650002
2004-10-07,36.240002
2004-10-08,35.580002
2004-10-11,35.75
2004-10-12,35.689999
2004-10-13,35.610001
2004-10-14,35.450001
2004-10-15,35.630001
2004-10-18,36.139999
2004-10-19,35.880001
2004-10-20,36.049999
2004-10-21,36.599998
2004-10-22,35.799999
2004-10-25,35.630001
2004-10-26,35.82
2004-10-27,36.73
2004-10-28,36.959999
2004-10-29,36.900002
2004-11-01,37.040001
2004-11-02,37.16
2004-11-03,37.41
2004-11-04,37.619999
2004-11-05,37.959999
2004-11-08,38.0
2004-11-09,37.919998
2004-11-10,37.790001
2004-11-11,38.290001
2004-11-12,38.66
2004-11-15,38.830002
2004-11-16,38.59
2004-11-17,39.110001
2004-11-18,39.290001
2004-11-19,38.68
2004-11-22,39.049999
2004-11-23,38.990002
2004-11-24,39.330002
2004-11-26,39.209999
2004-11-29,39.200001
2004-11-30,39.119999
2004-12-01,39.919998
2004-12-02,40.07
2004-12-03,40.130001
2004-12-06,40.27
2004-12-07,39.580002
2004-12-08,39.810001
2004-12-09,40.049999
2004-12-10,39.93
2004-12-13,40.279999
2004-12-14,40.48
2004-12-15,40.330002
2004-12-16,39.950001
2004-12-17,39.470001
2004-12-20,39.200001
2004-12-21,39.68
2004-12-22,39.73
2004-12-23,39.759998
2004-12-27,39.59
2004-12-28,39.970001
2004-12-29,40.02
2004-12-30,39.990002
2004-12-31,39.919998
2005-01-03,39.5
2005-01-04,38.779999
2005-01-05,38.540001
2005-01-06,38.349998
2005-01-07,38.549999
2005-01-10,38.529999
2005-01-11,38.259998
2005-01-12,38.580002
2005-01-13,38.07
2005-01-14,38.43
2005-01-18,38.720001
2005-01-19,38.080002
2005-01-20,37.349998
2005-01-21,37.049999
2005-01-24,36.529999
2005-01-25,36.709999
2005-01-26,37.150002
2005-01-27,37.099998
2005-01-28,36.919998
2005-01-31,37.400002
2005-02-01,37.52
2005-02-02,37.580002
2005-02-03,37.150002
2005-02-04,37.75
2005-02-07,37.669998
2005-02-08,37.740002
2005-02-09,37.110001
2005-02-10,37.150002
2005-02-11,37.700001
2005-02-14,37.869999
2005-02-15,38.119999
2005-02-16,37.98
2005-02-17,37.470001
2005-02-18,37.349998
2005-02-22,36.889999
2005-02-23,36.939999
2005-02-24,37.41
2005-02-25,37.619999
2005-02-28,37.220001
2005-03-01,37.630001
2005-03-02,37.610001
2005-03-03,37.299999
2005-03-04,37.52
2005-03-07,38.060001
2005-03-08,37.68
2005-03-09,37.57
2005-03-10,37.52
2005-03-11,37.169998
2005-03-14,37.34
2005-03-15,37.040001
2005-03-16,36.619999
2005-03-17,36.709999
2005-03-18,36.509998
2005-03-21,36.580002
2005-03-22,36.130001
2005-03-23,36.259998
2005-03-24,36.27
2005-03-28,36.34
2005-03-29,36.049999
2005-03-30,36.73
2005-03-31,36.57
2005-04-01,36.200001
2005-04-04,36.459999
2005-04-05,36.560001
2005-04-06,36.5
2005-04-07,36.939999
2005-04-08,36.639999
2005-04-11,36.48
2005-04-12,36.66
2005-04-13,36.060001
2005-04-14,35.549999
2005-04-15,34.740002
2005-04-18,34.75
2005-04-19,34.990002
2005-04-20,34.700001
2005-04-21,35.619999
2005-04-22,35.09
2005-04-25,35.380001
2005-04-26,35.049999
2005-04-27,35.099998
2005-04-28,34.75
2005-04-29,34.98
2005-05-02,35.119999
2005-05-03,35.299999
2005-05-04,35.73
2005-05-05,35.759998
2005-05-06,35.860001
2005-05-09,36.029999
2005-05-10,35.77
2005-05-11,35.950001
2005-05-12,35.849998
2005-05-13,36.240002
2005-05-16,36.48
2005-05-17,36.700001
2005-05-18,37.200001
2005-05-19,37.509998
2005-05-20,37.66
2005-05-23,37.849998
2005-05-24,37.970001
2005-05-25,37.810001
2005-05-26,38.189999
2005-05-27,38.209999
2005-05-31,38.080002
2005-06-01,38.389999
2005-06-02,38.66
2005-06-03,38.099998
2005-06-06,38.110001
2005-06-07,37.790001
2005-06-08,37.709999
2005-06-09,37.950001
2005-06-10,37.549999
2005-06-13,37.73
2005-06-14,37.580002
2005-06-15,37.700001
2005-06-16,37.900002
2005-06-17,37.869999
2005-06-20,37.869999
2005-06-21,37.849998
2005-06-22,37.810001
2005-06-23,37.389999
2005-06-24,36.970001
2005-06-27,36.799999
2005-06-28,37.150002
2005-06-29,37.07
2005-06-30,36.779999
2005-07-01,36.73
2005-07-05,37.110001
2005-07-06,36.93
2005-07-07,37.060001
2005-07-08,37.77
2005-07-11,38.119999
2005-07-12,38.299999
2005-07-13,38.389999
2005-07-14,38.77
2005-07-15,38.889999
2005-07-18,38.73
2005-07-19,39.18
2005-07-20,39.459999
2005-07-21,39.470001
2005-07-22,39.419998
2005-07-25,39.27
2005-07-26,39.419998
2005-07-27,39.720001
2005-07-28,39.91
2005-07-29,39.580002
2005-08-01,39.650002
2005-08-02,40.080002
2005-08-03,40.060001
2005-08-04,39.669998
2005-08-05,39.48
2005-08-08,39.189999
2005-08-09,39.450001
2005-08-10,39.110001
2005-08-11,39.43
2005-08-12,39.209999
2005-08-15,39.450001
2005-08-16,38.810001
2005-08-17,39.040001
2005-08-18,38.84
2005-08-19,38.82
2005-08-22,38.84
2005-08-23,38.73
2005-08-24,38.5
2005-08-25,38.59
2005-08-26,38.459999
2005-08-29,38.759998
2005-08-30,38.619999
2005-08-31,38.98
2005-09-01,38.919998
2005-09-02,38.77
2005-09-06,39.34
2005-09-07,39.41
2005-09-08,39.400002
2005-09-09,39.619999
2005-09-12,39.73
2005-09-13,39.630001
2005-09-14,39.18
2005-09-15,39.16
2005-09-16,39.400002
2005-09-19,39.09
2005-09-20,38.93
2005-09-21,38.5
2005-09-22,38.639999
2005-09-23,38.75
2005-09-26,38.759998
2005-09-27,38.669998
2005-09-28,38.68
2005-09-29,39.200001
2005-09-30,39.459999
2005-10-03,39.560001
2005-10-04,39.299999
2005-10-05,38.759998
2005-10-06,38.25
2005-10-07,38.34
2005-10-10,38.130001
2005-10-11,37.939999
2005-10-12,37.490002
2005-10-13,37.779999
2005-10-14,38.060001
2005-10-17,38.18
2005-10-18,37.91
2005-10-19,38.669998
2005-10-20,38.310001
2005-10-21,38.549999
2005-10-24,39.16
2005-10-25,39.009998
2005-10-26,38.810001
2005-10-27,38.029999
2005-10-28,38.32
2005-10-31,38.869999
2005-11-01,38.84
2005-11-02,39.349998
2005-11-03,39.939999
2005-11-04,40.080002
2005-11-07,40.130001
2005-11-08,40.139999
2005-11-09,40.16
2005-11-10,40.599998
2005-11-11,40.709999
2005-11-14,40.709999
2005-11-15,40.52
2005-11-16,40.77
2005-11-17,41.310001
2005-11-18,41.450001
2005-11-21,41.549999
2005-11-22,41.700001
2005-11-23,41.799999
2005-11-25,41.889999
2005-11-28,41.540001
2005-11-29,41.34
2005-11-30,41.240002
2005-12-01,42.009998
2005-12-02,42.110001
2005-12-05,41.799999
2005-12-06,41.939999
2005-12-07,41.860001
2005-12-08,41.560001
2005-12-09,41.720001
2005-12-12,41.869999
2005-12-13,42.040001
2005-12-14,41.900002
2005-12-15,41.970001
2005-12-16,41.580002
2005-12-19,40.919998
2005-12-20,40.950001
2005-12-21,41.130001
2005-12-22,41.400002
2005-12-23,41.400002
2005-12-27,41.040001
2005-12-28,40.990002
2005-12-29,40.720001
2005-12-30,40.41
2006-01-03,41.310001
2006-01-04,41.740002
2006-01-05,41.919998
2006-01-06,42.68
2006-01-09,42.849998
2006-01-10,42.880001
2006-01-11,43.209999
2006-01-12,43.0
2006-01-13,42.98
2006-01-17,42.700001
2006-01-18,42.209999
2006-01-19,42.52
2006-01-20,41.25
2006-01-23,41.259998
2006-01-24,41.439999
2006-01-25,41.259998
2006-01-26,41.549999
2006-01-27,42.110001
2006-01-30,42.189999
2006-01-31,42.0
2006-02-01,42.150002
2006-02-02,41.43
2006-02-03,40.919998
2006-02-06,40.810001
2006-02-07,40.630001
2006-02-08,41.099998
2006-02-09,40.709999
2006-02-10,40.959999
2006-02-13,40.490002
2006-02-14,40.900002
2006-02-15,41.16
2006-02-16,41.540001
2006-02-17,41.209999
2006-02-21,40.75
2006-02-22,41.259998
2006-02-23,41.150002
2006-02-24,41.259998
2006-02-27,41.720001
2006-02-28,41.099998
2006-03-01,41.66
2006-03-02,41.689999
2006-03-03,41.450001
2006-03-06,41.09
2006-03-07,40.849998
2006-03-08,40.869999
2006-03-09,40.52
2006-03-10,40.560001
2006-03-13,40.68
2006-03-14,41.369999
2006-03-15,41.720001
2006-03-16,41.369999
2006-03-17,41.450001
2006-03-20,41.549999
2006-03-21,41.110001
2006-03-22,41.209999
2006-03-23,41.09
2006-03-24,41.299999
2006-03-27,41.310001
2006-03-28,41.139999
2006-03-29,41.919998
2006-03-30,42.049999
2006-03-31,41.93
2006-04-03,41.98
2006-04-04,42.209999
2006-04-05,42.610001
2006-04-06,42.73
2006-04-07,42.32
2006-04-10,42.259998
2006-04-11,41.919998
2006-04-12,41.93
2006-04-13,42.099998
2006-04-17,41.66
2006-04-18,42.459999
2006-04-19,42.650002
2006-04-20,42.5
2006-04-21,42.0
2006-04-24,41.959999
2006-04-25,41.869999
2006-04-26,41.860001
2006-04-27,42.259998
2006-04-28,41.849998
2006-05-01,41.439999
2006-05-02,41.549999
2006-05-03,41.490002
2006-05-04,41.830002
2006-05-05,42.16
2006-05-08,42.200001
2006-05-09,42.040001
2006-05-10,41.669998
2006-05-11,40.740002
2006-05-12,40.189999
2006-05-15,40.16
2006-05-16,39.860001
2006-05-17,39.32
2006-05-18,39.049999
2006-05-19,39.349998
2006-05-22,38.970001
2006-05-23,38.59
2006-05-24,38.849998
2006-05-25,39.360001
2006-05-26,39.490002
2006-05-30,38.639999
2006-05-31,38.82
2006-06-01,39.740002
2006-06-02,39.639999
2006-06-05,38.779999
2006-06-06,38.75
2006-06-07,38.459999
2006-06-08,38.400002
2006-06-09,38.150002
2006-06-12,37.400002
2006-06-13,37.25
2006-06-14,37.630001
2006-06-15,38.650002
2006-06-16,38.34
2006-06-19,38.029999
2006-06-20,38.080002
2006-06-21,38.68
2006-06-22,38.189999
2006-06-23,38.150002
2006-06-26,38.25
2006-06-27,37.529999
2006-06-28,37.810001
2006-06-29,38.959999
2006-06-30,38.77
2006-07-03,39.0
2006-07-05,38.150002
2006-07-06,38.110001
2006-07-07,37.689999
2006-07-10,37.360001
2006-07-11,37.639999
2006-07-12,36.93
2006-07-13,36.310001
2006-07-14,35.939999
2006-07-17,36.029999
2006-07-18,36.150002
2006-07-19,36.619999
2006-07-20,36.080002
2006-07-21,35.700001
2006-07-24,36.41
2006-07-25,36.619999
2006-07-26,36.59
2006-07-27,36.349998
2006-07-28,37.110001
2006-07-31,37.099998
2006-08-01,36.48
2006-08-02,36.889999
2006-08-03,37.119999
2006-08-04,36.950001
2006-08-07,36.709999
2006-08-08,36.48
2006-08-09,36.529999
2006-08-10,36.790001
2006-08-11,36.529999
2006-08-14,36.77
2006-08-15,37.700001
2006-08-16,38.59
2006-08-17,38.73
2006-08-18,38.790001
2006-08-21,38.419998
2006-08-22,38.43
2006-08-23,38.139999
2006-08-24,38.25
2006-08-25,38.32
2006-08-28,38.610001
2006-08-29,38.73
2006-08-30,38.91
2006-08-31,38.869999
2006-09-01,39.080002
2006-09-05,39.459999
2006-09-06,38.669998
2006-09-07,38.490002
2006-09-08,38.720001
2006-09-11,38.959999
2006-09-12,39.68
2006-09-13,39.950001
2006-09-14,39.990002
2006-09-15,40.110001
2006-09-18,40.119999
2006-09-19,39.849998
2006-09-20,40.43
2006-09-21,40.18
2006-09-22,39.869999
2006-09-25,40.57
2006-09-26,40.77
2006-09-27,40.720001
2006-09-28,40.830002
2006-09-29,40.650002
2006-10-02,40.139999
2006-10-03,40.310001
2006-10-04,41.299999
2006-10-05,41.5
2006-10-06,41.41
2006-10-09,41.549999
2006-10-10,41.619999
2006-10-11,41.540001
2006-10-12,42.200001
2006-10-13,42.43
2006-10-16,42.470001
2006-10-17,42.0
2006-10-18,41.799999
2006-10-19,41.900002
2006-10-20,42.0
2006-10-23,42.43
2006-10-24,42.139999
2006-10-25,42.43
2006-10-26,42.82
2006-10-27,42.209999
2006-10-30,42.48
2006-10-31,42.580002
2006-11-01,42.0
2006-11-02,42.040001
2006-11-03,41.93
2006-11-06,42.540001
2006-11-07,42.830002
2006-11-08,43.029999
2006-11-09,42.830002
2006-11-10,43.029999
2006-11-13,43.470001
2006-11-14,43.93
2006-11-15,44.110001
2006-11-16,44.299999
2006-11-17,44.299999
2006-11-20,44.389999
2006-11-21,44.450001
2006-11-22,44.73
2006-11-24,44.650002
2006-11-27,43.639999
2006-11-28,43.77
2006-11-29,44.07
2006-11-30,44.040001
2006-12-01,43.66
2006-12-04,44.259998
2006-12-05,44.419998
2006-12-06,44.259998
2006-12-07,43.700001
2006-12-08,43.900002
2006-12-11,44.060001
2006-12-12,43.799999
2006-12-13,43.880001
2006-12-14,44.369999
2006-12-15,44.43
2006-12-18,43.990002
2006-12-19,43.849998
2006-12-20,43.689999
2006-12-21,43.380001
2006-12-22,42.93
2006-12-26,43.110001
2006-12-27,43.330002
2006-12-28,43.119999
2006-12-29,43.16
2007-01-03,43.240002
2007-01-04,44.060001
2007-01-05,43.849998
2007-01-08,43.880001
2007-01-09,44.099998
2007-01-10,44.619999
2007-01-11,45.080002
2007-01-12,45.310001
2007-01-16,45.279999
2007-01-17,44.91
2007-01-18,44.080002
2007-01-19,44.169998
2007-01-22,43.689999
2007-01-23,43.580002
2007-01-24,44.299999
2007-01-25,43.73
2007-01-26,43.57
2007-01-29,43.610001
2007-01-30,43.630001
2007-01-31,44.07
2007-02-01,44.0
2007-02-02,44.16
2007-02-05,44.119999
2007-02-06,44.060001
2007-02-07,44.459999
2007-02-08,44.450001
2007-02-09,43.880001
2007-02-12,43.709999
2007-02-13,43.860001
2007-02-14,44.599998
2007-02-15,44.860001
2007-02-16,44.709999
2007-02-20,45.049999
2007-02-21,45.189999
2007-02-22,45.419998
2007-02-23,45.259998
2007-02-26,45.040001
2007-02-27,43.189999
2007-02-28,43.330002
2007-03-01,43.130001
2007-03-02,42.48
2007-03-05,42.150002
2007-03-06,42.849998
2007-03-07,42.68
2007-03-08,42.970001
2007-03-09,42.93
2007-03-12,43.209999
2007-03-13,42.369999
2007-03-14,42.990002
2007-03-15,42.889999
2007-03-16,42.830002
2007-03-19,43.27
2007-03-20,43.580002
2007-03-21,44.419998
2007-03-22,44.259998
2007-03-23,44.119999
2007-03-26,44.299999
2007-03-27,43.990002
2007-03-28,43.52
2007-03-29,43.57
2007-03-30,43.529999
2007-04-02,43.59
2007-04-03,44.16
2007-04-04,44.34
2007-04-05,44.560001
2007-04-09,44.450001
2007-04-10,44.68
2007-04-11,44.209999
2007-04-12,44.560001
2007-04-13,44.650002
2007-04-16,45.060001
2007-04-17,45.16
2007-04-18,45.009998
2007-04-19,45.150002
2007-04-20,45.400002
2007-04-23,45.470001
2007-04-24,45.700001
2007-04-25,46.310001
2007-04-26,46.549999
2007-04-27,46.57
2007-04-30,45.959999
2007-05-01,45.919998
2007-05-02,46.419998
2007-05-03,46.59
2007-05-04,46.630001
2007-05-07,46.630001
2007-05-08,46.73
2007-05-09,46.830002
2007-05-10,46.189999
2007-05-11,46.779999
2007-05-14,46.459999
2007-05-15,46.099998
2007-05-16,46.549999
2007-05-17,46.330002
2007-05-18,46.709999
2007-05-21,47.009998
2007-05-22,47.049999
2007-05-23,46.830002
2007-05-24,46.16
2007-05-25,46.450001
2007-05-29,46.810001
2007-05-30,47.189999
2007-05-31,47.41
2007-06-01,47.439999
2007-06-04,47.580002
2007-06-05,47.580002
2007-06-06,47.07
2007-06-07,46.34
2007-06-08,46.91
2007-06-11,46.82
2007-06-12,46.540001
2007-06-13,47.049999
2007-06-14,47.360001
2007-06-15,47.759998
2007-06-18,47.77
2007-06-19,47.759998
2007-06-20,47.310001
2007-06-21,47.740002
2007-06-22,47.290001
2007-06-25,47.09
2007-06-26,46.82
2007-06-27,47.540001
2007-06-28,47.52
2007-06-29,47.599998
2007-07-02,48.029999
2007-07-03,48.310001
2007-07-05,48.66
2007-07-06,48.860001
2007-07-09,48.889999
2007-07-10,48.48
2007-07-11,48.810001
2007-07-12,49.560001
2007-07-13,49.900002
2007-07-16,49.849998
2007-07-17,50.23
2007-07-18,50.169998
2007-07-19,50.32
2007-07-20,50.049999
2007-07-23,50.07
2007-07-24,49.330002
2007-07-25,49.400002
2007-07-26,48.98
2007-07-27,47.990002
2007-07-30,48.549999
2007-07-31,47.529999
2007-08-01,47.900002
2007-08-02,48.34
2007-08-03,47.419998
2007-08-06,47.970001
2007-08-07,48.310001
2007-08-08,48.84
2007-08-09,47.709999
2007-08-10,47.279999
2007-08-13,47.599998
2007-08-14,46.790001
2007-08-15,45.900002
2007-08-16,45.450001
2007-08-17,46.310001
2007-08-20,46.529999
2007-08-21,47.02
2007-08-22,47.66
2007-08-23,47.529999
2007-08-24,48.200001
2007-08-27,47.880001
2007-08-28,46.740002
2007-08-29,48.080002
2007-08-30,48.330002
2007-08-31,48.869999
2007-09-04,49.68
2007-09-05,49.18
2007-09-06,49.139999
2007-09-07,48.23
2007-09-10,48.200001
2007-09-11,48.93
2007-09-12,48.939999
2007-09-13,49.18
2007-09-14,49.220001
2007-09-17,48.810001
2007-09-18,50.040001
2007-09-19,50.169998
2007-09-20,50.029999
2007-09-21,50.360001
2007-09-24,50.59
2007-09-25,51.07
2007-09-26,51.32
2007-09-27,51.580002
2007-09-28,51.41
2007-10-01,52.0
2007-10-02,52.009998
2007-10-03,51.650002
2007-10-04,51.77
2007-10-05,52.82
2007-10-08,53.150002
2007-10-09,53.380001
2007-10-10,53.509998
2007-10-11,52.66
2007-10-12,53.529999
2007-10-15,53.119999
2007-10-16,52.869999
2007-10-17,53.549999
2007-10-18,53.779999
2007-10-19,52.439999
2007-10-22,53.07
2007-10-23,54.18
2007-10-24,53.77
2007-10-25,53.049999
2007-10-26,53.93
2007-10-29,54.150002
2007-10-30,54.259998
2007-10-31,55.029999
2007-11-01,54.0
2007-11-02,54.419998
2007-11-05,54.07
2007-11-06,54.68
2007-11-07,53.349998
2007-11-08,51.73
2007-11-09,50.0
2007-11-12,48.73
2007-11-13,50.740002
2007-11-14,50.09
2007-11-15,49.82
2007-11-16,50.279999
2007-11-19,49.700001
2007-11-20,49.900002
2007-11-21,49.310001
2007-11-23,49.84
2007-11-26,48.98
2007-11-27,49.959999
2007-11-28,51.48
2007-11-29,51.700001
2007-11-30,51.310001
2007-12-03,50.880001
2007-12-04,50.669998
2007-12-05,51.580002
2007-12-06,52.32
2007-12-07,52.330002
2007-12-10,52.540001
2007-12-11,51.32
2007-12-12,51.779999
2007-12-13,51.5
2007-12-14,50.970001
2007-12-17,49.73
2007-12-18,49.889999
2007-12-19,49.880001
2007-12-20,50.900002
2007-12-21,51.849998
2007-12-24,52.240002
2007-12-26,52.5
2007-12-27,51.869999
2007-12-28,51.82
2007-12-31,51.220001
2008-01-02,50.41
2008-01-03,50.619999
2008-01-04,48.400002
2008-01-07,48.169998
2008-01-08,46.919998
2008-01-09,47.919998
2008-01-10,47.990002
2008-01-11,47.049999
2008-01-14,47.869999
2008-01-15,46.549999
2008-01-16,46.049999
2008-01-17,45.41
2008-01-18,45.349998
2008-01-22,44.18
2008-01-23,44.009998
2008-01-24,44.91
2008-01-25,43.990002
2008-01-28,44.330002
2008-01-29,44.41
2008-01-30,44.369999
2008-01-31,45.130001
2008-02-01,45.59
2008-02-04,44.950001
2008-02-05,43.669998
2008-02-06,42.810001
2008-02-07,43.110001
2008-02-08,43.599998
2008-02-11,44.07
2008-02-12,43.82
2008-02-13,44.779999
2008-02-14,43.970001
2008-02-15,43.82
2008-02-19,43.740002
2008-02-20,43.939999
2008-02-21,43.52
2008-02-22,43.68
2008-02-25,43.900002
2008-02-26,44.07
2008-02-27,44.290001
2008-02-28,44.119999
2008-02-29,42.950001
2008-03-03,42.669998
2008-03-04,42.91
2008-03-05,43.119999
2008-03-06,42.169998
2008-03-07,42.07
2008-03-10,41.259998
2008-03-11,42.830002
2008-03-12,42.709999
2008-03-13,43.040001
2008-03-14,42.25
2008-03-17,41.48
2008-03-18,43.330002
2008-03-19,42.259998
2008-03-20,43.09
2008-03-24,44.580002
2008-03-25,44.830002
2008-03-26,44.700001
2008-03-27,43.709999
2008-03-28,43.490002
2008-03-31,43.720001
2008-04-01,45.59
2008-04-02,45.490002
2008-04-03,45.59
2008-04-04,45.860001
2008-04-07,45.759998
2008-04-08,45.41
2008-04-09,44.900002
2008-04-10,45.540001
2008-04-11,44.279999
2008-04-14,44.080002
2008-04-15,44.139999
2008-04-16,45.369999
2008-04-17,45.27
2008-04-18,46.709999
2008-04-21,47.040001
2008-04-22,46.34
2008-04-23,46.849998
2008-04-24,47.27
2008-04-25,47.150002
2008-04-28,47.240002
2008-04-29,47.599998
2008-04-30,47.209999
2008-05-01,48.700001
2008-05-02,48.77
2008-05-05,48.630001
2008-05-06,48.93
2008-05-07,48.040001
2008-05-08,48.400002
2008-05-09,48.209999
2008-05-12,49.09
2008-05-13,49.220001
2008-05-14,49.110001
2008-05-15,49.970001
2008-05-16,50.009998
2008-05-19,49.650002
2008-05-20,49.27
2008-05-21,48.18
2008-05-22,48.349998
2008-05-23,48.200001
2008-05-27,49.049999
2008-05-28,49.25
2008-05-29,49.689999
2008-05-30,50.009998
2008-06-02,49.400002
2008-06-03,49.130001
2008-06-04,49.759998
2008-06-05,50.549999
2008-06-06,49.029999
2008-06-09,48.77
2008-06-10,48.540001
2008-06-11,47.369999
2008-06-12,47.419998
2008-06-13,48.369999
2008-06-16,48.799999
2008-06-17,48.540001
2008-06-18,48.02
2008-06-19,48.77
2008-06-20,47.419998
2008-06-23,47.049999
2008-06-24,46.810001
2008-06-25,47.57
2008-06-26,45.650002
2008-06-27,45.650002
2008-06-30,45.169998
2008-07-01,45.810001
2008-07-02,44.709999
2008-07-03,44.630001
2008-07-07,44.900002
2008-07-08,45.970001
2008-07-09,44.75
2008-07-10,45.279999
2008-07-11,44.560001
2008-07-14,44.23
2008-07-15,44.240002
2008-07-16,45.34
2008-07-17,45.639999
2008-07-18,44.59
2008-07-21,44.779999
2008-07-22,44.779999
2008-07-23,45.369999
2008-07-24,44.689999
2008-07-25,45.27
2008-07-28,44.419998
2008-07-29,45.34
2008-07-30,45.57
2008-07-31,45.459999
2008-08-01,44.880001
2008-08-04,44.43
2008-08-05,45.93
2008-08-06,46.630001
2008-08-07,46.27
2008-08-08,47.32
2008-08-11,47.75
2008-08-12,47.799999
2008-08-13,47.700001
2008-08-14,48.25
2008-08-15,48.16
2008-08-18,47.599998
2008-08-19,47.009998
2008-08-20,47.09
2008-08-21,46.869999
2008-08-22,47.490002
2008-08-25,46.490002
2008-08-26,46.43
2008-08-27,46.73
2008-08-28,47.110001
2008-08-29,46.119999
2008-09-02,45.549999
2008-09-03,45.119999
2008-09-04,43.66
2008-09-05,43.450001
2008-09-08,43.369999
2008-09-09,42.450001
2008-09-10,42.799999
2008-09-11,43.599998
2008-09-12,43.43
2008-09-15,42.080002
2008-09-16,42.41
2008-09-17,40.209999
2008-09-18,41.57
2008-09-19,42.900002
2008-09-22,40.880001
2008-09-23,40.57
2008-09-24,40.849998
2008-09-25,41.5
2008-09-26,41.080002
2008-09-29,37.82
2008-09-30,38.91
2008-10-01,38.5
2008-10-02,36.75
2008-10-03,36.18
2008-10-06,34.860001
2008-10-07,32.650002
2008-10-08,32.389999
2008-10-09,31.52
2008-10-10,31.32
2008-10-13,35.130001
2008-10-14,33.610001
2008-10-15,30.6
2008-10-16,32.259998
2008-10-17,32.299999
2008-10-20,33.200001
2008-10-21,31.48
2008-10-22,30.610001
2008-10-23,30.49
2008-10-24,29.51
2008-10-27,28.690001
2008-10-28,31.860001
2008-10-29,31.780001
2008-10-30,32.84
2008-10-31,32.889999
2008-11-03,32.82
2008-11-04,33.75
2008-11-05,31.99
2008-11-06,30.559999
2008-11-07,31.190001
2008-11-10,30.77
2008-11-11,30.1
2008-11-12,28.709999
2008-11-13,30.459999
2008-11-14,28.98
2008-11-17,28.370001
2008-11-18,28.34
2008-11-19,26.860001
2008-11-20,25.559999
2008-11-21,26.67
2008-11-24,28.299999
2008-11-25,28.17
2008-11-26,29.35
2008-11-28,29.120001
2008-12-01,26.93
2008-12-02,27.83
2008-12-03,28.620001
2008-12-04,27.809999
2008-12-05,28.940001
2008-12-08,30.08
2008-12-09,30.01
2008-12-10,29.91
2008-12-11,29.09
2008-12-12,29.68
2008-12-15,29.16
2008-12-16,30.559999
2008-12-17,30.190001
2008-12-18,29.66
2008-12-19,29.860001
2008-12-22,29.209999
2008-12-23,29.059999
2008-12-24,29.139999
2008-12-26,29.129999
2008-12-29,28.889999
2008-12-30,29.49
2008-12-31,29.74
2009-01-02,31.030001
2009-01-05,31.02
2009-01-06,31.33
2009-01-07,30.440001
2009-01-08,30.76
2009-01-09,30.07
2009-01-12,29.52
2009-01-13,29.530001
2009-01-14,28.629999
2009-01-15,29.1
2009-01-16,29.42
2009-01-20,27.959999
2009-01-21,29.15
2009-01-22,28.76
2009-01-23,28.9
2009-01-26,29.110001
2009-01-27,29.32
2009-01-28,30.35
2009-01-29,29.58
2009-01-30,29.059999
2009-02-02,29.41
2009-02-03,29.870001
2009-02-04,29.91
2009-02-05,30.57
2009-02-06,31.370001
2009-02-09,31.5
2009-02-10,30.34
2009-02-11,30.200001
2009-02-12,30.57
2009-02-13,30.43
2009-02-17,29.219999
2009-02-18,29.24
2009-02-19,28.790001
2009-02-20,28.870001
2009-02-23,27.860001
2009-02-24,28.780001
2009-02-25,28.59
2009-02-26,27.790001
2009-02-27,27.530001
2009-03-02,26.639999
2009-03-03,26.620001
2009-03-04,27.33
2009-03-05,26.51
2009-03-06,26.299999
2009-03-09,25.74
2009-03-10,27.33
2009-03-11,27.75
2009-03-12,28.67
2009-03-13,28.74
2009-03-16,28.26
2009-03-17,29.33
2009-03-18,29.700001
2009-03-19,29.68
2009-03-20,29.18
2009-03-23,30.9
2009-03-24,30.33
2009-03-25,30.469999
2009-03-26,31.41
2009-03-27,30.82
2009-03-30,30.059999
2009-03-31,30.32
2009-04-01,30.77
2009-04-02,31.76
2009-04-03,32.349998
2009-04-06,32.27
2009-04-07,31.42
2009-04-08,31.950001
2009-04-09,32.939999
2009-04-13,32.889999
2009-04-14,32.490002
2009-04-15,32.400002
2009-04-16,33.240002
2009-04-17,33.310001
2009-04-20,32.240002
2009-04-21,32.689999
2009-04-22,32.790001
2009-04-23,33.110001
2009-04-24,33.689999
2009-04-27,33.73
2009-04-28,33.48
2009-04-29,33.939999
2009-04-30,34.279999
2009-05-01,34.369999
2009-05-04,35.049999
2009-05-05,35.02
2009-05-06,35.029999
2009-05-07,34.209999
2009-05-08,34.23
2009-05-11,34.349998
2009-05-12,33.93
2009-05-13,33.02
2009-05-14,33.389999
2009-05-15,33.369999
2009-05-18,34.240002
2009-05-19,34.400002
2009-05-20,34.279999
2009-05-21,33.650002
2009-05-22,33.540001
2009-05-26,34.790001
2009-05-27,34.549999
2009-05-28,34.950001
2009-05-29,35.380001
2009-06-01,36.389999
2009-06-02,36.439999
2009-06-03,36.330002
2009-06-04,36.740002
2009-06-05,36.779999
2009-06-08,36.669998
2009-06-09,36.950001
2009-06-10,36.82
2009-06-11,36.82
2009-06-12,36.650002
2009-06-15,35.900002
2009-06-16,35.549999
2009-06-17,35.889999
2009-06-18,35.82
2009-06-19,36.16
2009-06-22,35.080002
2009-06-23,35.0
