date,BAMLH0A0HYM2
2018-09-14,2.5548781662770526
2018-09-21,2.512448796402989
2018-09-28,2.5539715696772083
2018-10-05,2.675485050576906
2018-10-12,2.893209871495806
2018-10-19,2.948944099537586
2018-10-26,3.1760539308094793
2018-11-02,3.1570451370589816
2018-11-09,3.1432136941140683
2018-11-16,3.379027003293932
2018-11-23,3.5854625903909976
2018-11-30,3.677037215349277
2018-12-07,3.898468309675619
2018-12-14,3.876956402516493
2018-12-21,4.089116386508657
2018-12-28,4.161932816300568
2019-01-04,3.9977659700089925
2019-01-11,3.8166493848837515
2019-01-18,3.670154458695854
2019-01-25,3.5191930774857334
2019-02-01,3.3545907324122184
2019-02-08,3.245293134475574
2019-02-15,3.1257299233708453
2019-02-22,3.0016527252791394
2019-03-01,2.937322010823879
2019-03-08,3.025417991706439
2019-03-15,2.926814945970873
2019-03-22,3.025673738023797
2019-03-29,2.9035188543425203
2019-04-05,2.8242049301132965
2019-04-12,2.7245612108887074
2019-04-19,2.6926564276624676
2019-04-26,2.726580057245527
2019-05-03,2.7274670785681936
2019-05-10,2.9249275345410184
2019-05-17,2.9930515490869154
2019-05-24,3.085984042474018
2019-05-31,3.2403739846234116
2019-06-07,3.2496910878672147
2019-06-14,3.2325290602775736
2019-06-21,3.176000110826287
2019-06-28,3.1243741575219377
2019-07-05,3.012235749840214
2019-07-12,2.9666039930919976
2019-07-19,3.0419273406362284
2019-07-26,2.874695435264118
2019-08-02,3.1033495485165377
2019-08-09,3.1992316704653567
2019-08-16,3.289985506435592
2019-08-23,3.373149610088833
2019-08-30,3.391107744909824
2019-09-06,3.3273290590921167
2019-09-13,3.271676863802
2019-09-20,3.316721916026055
2019-09-27,3.364071205382096
2019-10-04,3.427078941537867
2019-10-11,3.2950675314019096
2019-10-18,3.1918418338166785
2019-10-25,3.037902226973621
2019-11-01,2.9769888122647874
2019-11-08,2.8816577110788946
2019-11-15,2.875519673413692
2019-11-22,2.8981837893208033
2019-11-29,2.878624416867987
2019-12-06,2.941520882864351
2019-12-13,2.9043534931950115
2019-12-20,2.867336334842928
2019-12-27,2.8735533733101684
2020-01-03,2.8579912206448657
2020-01-10,2.723363590830491
2020-01-17,2.6006242653021165
2020-01-24,2.612514710065744
2020-01-31,2.853815998847749
2020-02-07,2.8228919702376527
2020-02-14,3.0348347753858227
2020-02-21,3.6178288593654564
2020-02-28,4.837031392409102
2020-03-06,5.725310611504031
2020-03-13,7.2382855510049655
2020-03-20,8.742832947757673
2020-03-27,8.94096902700352
2020-04-03,8.92457848502379
2020-04-10,8.554625348395684
2020-04-17,7.981174448987284
2020-04-24,7.58848270268663
2020-05-01,7.160996506203143
2020-05-08,6.702142296599357
2020-05-15,6.383820698174942
2020-05-22,5.776931655941808
2020-05-29,5.398405796540931
2020-06-05,4.956977867202251
2020-06-12,5.021024970651902
2020-06-19,4.876778135701071
2020-06-26,4.833814566813004
2020-07-03,4.622704927532852
2020-07-10,4.420505616766303
2020-07-17,4.263627758372676
2020-07-24,4.095275303436285
2020-07-31,4.009021676378789
2020-08-07,3.8857971957767488
2020-08-14,3.867431701806022
2020-08-21,3.8748903395662384
2020-08-28,3.933055492318445
2020-09-04,4.034794829638934
2020-09-11,4.011219728036904
2020-09-18,3.987666593374264
2020-09-25,4.086947746570125
2020-10-02,4.136267501663699
2020-10-09,4.0190035557347965
2020-10-16,4.021682809954463
2020-10-23,3.9626062039559824
2020-10-30,4.0610473646348435
2020-11-06,3.740637696491662
2020-11-13,3.579129844128056
2020-11-20,3.4406888006157583
2020-11-27,3.295453029685738
2020-12-04,3.163672174040458
2020-12-11,3.164962716023124
2020-12-18,3.106035164845228
2020-12-25,3.069727995891304
2021-01-01,3.0268870832605455
2021-01-08,2.991133829835331
2021-01-15,2.9800744927978013
2021-01-22,2.9324921432983886
2021-01-29,3.1250525317204554
2021-02-05,2.937900465377188
2021-02-12,2.9195665788894476
2021-02-19,2.9080444895417275
2021-02-26,2.9780060181641654
2021-03-05,2.917796168186644
2021-03-12,2.875352267871622
2021-03-19,2.7766292142424613
2021-03-26,2.698510343210315
2021-04-02,2.538904197508249
2021-04-09,2.4705716862623657
2021-04-16,2.436747766546149
2021-04-23,2.4528369185260646
2021-04-30,2.4335898668404967
