trade_date,ticker,close,source_name,fetch_timestamp,price_basis
2013-06-03,QQQ,73.379997,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-06-04,QQQ,73.0,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-06-05,QQQ,72.050003,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-06-06,QQQ,72.400002,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-06-07,QQQ,73.389999,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-06-10,QQQ,73.419998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-06-11,QQQ,72.690002,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-06-12,QQQ,71.849998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-06-13,QQQ,72.760002,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-06-14,QQQ,72.279999,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-06-17,QQQ,72.980003,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-06-18,QQQ,73.580002,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-06-19,QQQ,72.760002,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-06-20,QQQ,71.029999,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-06-21,QQQ,70.43,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-06-24,QQQ,69.730003,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-06-25,QQQ,70.239998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-06-26,QQQ,70.870003,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-06-27,QQQ,71.169998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-06-28,QQQ,71.269997,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-01,QQQ,71.709999,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-02,QQQ,71.739998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-03,QQQ,72.029999,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-05,QQQ,72.580002,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-08,QQQ,72.650002,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-09,QQQ,73.089996,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-10,QQQ,73.510002,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-11,QQQ,74.970001,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-12,QQQ,75.300003,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-15,QQQ,75.470001,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-16,QQQ,75.370003,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-17,QQQ,75.559998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-18,QQQ,75.370003,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-19,QQQ,74.589996,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-22,QQQ,74.809998,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-23,QQQ,74.260002,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
2013-07-24,QQQ,74.5,yahoo_finance_cache,2026-04-27T17:57:03Z,vendor_raw_close
