weeks_total,weeks_with_multiple_runs,material_revision_weeks,mode_changed_weeks,k_hat_changed_weeks,p_t_changed_weeks,drift_flag_changed_weeks,max_abs_delta_s,max_abs_delta_h,max_abs_delta_rho
2,1,0,0,2,0,0,0.0,0.0,0.0
