week_end,L_t,T_t,P_t,E_t,H_t,I_t,state_probs_json,state_label,d_t,a_t,g_t_raw,g_t_stress,s_t,drift_probe_raw,drift_flag,maha,huber_weight,eigval_1,eigval_2_raw,eigval_2_reg,condition_number_raw,condition_number_reg,eigval_2_was_floored,state_ok,is_warm
2005-01-28,0.9416765795776646,0.9329729370423009,1.245006619197905,0.0,1.0144628145953476,-0.24409930315797349,,WARMUP,,,,,,-1.2495963275422914,0,1.3701474153370656,1.0,0.0936876504678783,0.007716354141008109,0.007716354141008109,12.141439954133366,12.141439954133366,False,True,False
2005-02-04,1.0977245925847734,1.0680562728402172,1.4521005307208104,0.0,1.175934665208188,0.15230906878268707,,WARMUP,0.25642930219790033,0.24868505342819555,0.25255717781304793,,,-1.2423335846630001,0,4.86283982620174,0.5141028883019362,0.09285942931710708,0.008074702964750118,0.008074702964750118,11.500042753582669,11.500042753582669,False,True,False
2005-02-11,1.2021490962966368,1.044734609597069,1.4434040341877545,-5.0,1.2073677604245674,0.11964079291724605,,WARMUP,0.19820733221342257,0.06358666036841587,0.13089699629091922,,,-1.2349797157418179,0,4.524716000632573,0.5525208653207163,0.09204717807739145,0.008448899683961576,0.008448899683961576,10.894575805193105,10.894575805193105,False,True,False
2005-02-18,0.9192469131665162,0.970668305143202,1.5013604412886483,0.0,1.0827727823888893,0.09046659893148833,,WARMUP,0.1493037955003303,0.0856603691083134,0.11748208230432185,,,-1.1874027007073544,0,3.5443348616424615,0.7053509607840746,0.09124134563097766,0.008840503845779326,0.008840503845779326,10.320830941614094,10.320830941614094,False,True,False
2005-02-25,0.9139418694952623,1.0067041564753416,1.5073799677471682,-5.0,1.0947681945012666,0.06072668049856374,,WARMUP,0.10432830947621533,0.04420460036476862,0.07426645492049197,,,-1.1577296585946513,0,3.194305019383032,0.7826428549653237,0.09043646150397336,0.009250883341684647,0.009250883341684647,9.775981186192785,9.775981186192785,False,True,False
2005-03-04,0.8380227412497653,0.9749031131746763,1.4062706925081474,0.0,1.0279928592380796,-0.16696284120969893,,WARMUP,0.06251408606997454,0.15963262751025584,0.11107335679011518,,,-1.1016508901343074,0,0.6497170780558433,1.0,0.08963735642257514,0.00920348593551399,0.00920348593551399,9.739500559965721,9.739500559965721,False,True,False
2005-03-11,0.4729098007864862,0.8964723702368003,1.2566549812793353,-5.0,0.8170929952173084,-0.44644813014483975,,WARMUP,0.24718618736439776,0.17976869939222026,0.213477443378309,,,-1.0621669190941423,0,2.918802960395695,0.8565155078714465,0.08887538268609621,0.00962759861505319,0.00962759861505319,9.23131366809741,9.23131366809741,False,True,False
2005-03-18,0.46806852722496817,0.7620899114168097,1.192032197430839,0.0,0.7519669292435804,-0.35002835986025355,,WARMUP,0.17466719775985753,0.10360604337589262,0.13913662056787507,,,-1.038453375033729,0,2.2586512568260004,1.0,0.08833802997548643,0.009948835732775505,0.009948835732775505,8.87923294224922,8.87923294224922,False,True,False
2011-04-22,0.9932930534763481,1.0971775787360838,0.7557596058730371,3.715700590107854,0.9702692754164279,0.23126937938663036,"[0.006939384, 0.1478000218, 0.2819367683, 0.1421989094, 0.4211249166]",S4,0.593654408544673,0.46729539431175426,0.5304749014282136,1.1917903872791538,0.7670611206346712,-0.17621441758748974,0,1.2621992986759099,1.0,0.6725767807891859,0.07872471097917731,0.07872471097917731,8.5434010798348,8.5434010798348,False,True,True
2011-03-25,0.6366011450107122,1.0014839843264736,0.6346828717183906,3.8166565548356717,0.7638305704481483,-0.05715985357912362,"[0.015956439, 0.1279769383, 0.3189013692, 0.2920926448, 0.2450726087]",S3,0.16347526570821874,0.10343362307346587,0.1334544443908423,-0.27356181319600925,0.4320328849239873,-0.17989561080679672,0,0.7517406565397653,1.0,0.6823954349117964,0.07991284080565632,0.07991284080565632,8.5392463593097,8.5392463593097,False,True,True
