week_end,k_hat_t,p_t,s_t,h_t,rho_t,I_t,interpretability,mode,degraded_reason,strict_contracts_satisfied
1996-01-05,,,,,,,,warmup,,
1996-01-12,,,,,,,,warmup,,
1996-01-19,,,,,,,,warmup,,
1996-01-26,,,,,,,,warmup,,
1996-02-02,,,,,,,,warmup,,
1996-02-09,,,,,,,,warmup,,
1996-02-16,,,,,,,,warmup,,
1996-02-23,,,,,,,,warmup,,
1996-03-01,,,,,,,,warmup,,
1996-03-08,,,,,,,,warmup,,
1996-03-15,,,,,,,,warmup,,
1996-03-22,,,,,,,,warmup,,
1996-03-29,,,,,,,,warmup,,
1996-04-05,,,,,,,,warmup,,
1996-04-12,,,,,,,,warmup,,
1996-04-19,,,,,,,,warmup,,
1996-04-26,,,,,,,,warmup,,
1996-05-03,,,,,,,,warmup,,
1996-05-10,,,,,,,,warmup,,
1996-05-17,,,,,,,,warmup,,
1996-05-24,,,,,,,,warmup,,
1996-05-31,,,,,,,,warmup,,
1996-06-07,,,,,,,,warmup,,
1996-06-14,,,,,,,,warmup,,
1996-06-21,,,,,,,,warmup,,
1996-06-28,,,,,,,,warmup,,
1996-07-05,,,,,,,,warmup,,
1996-07-12,,,,,,,,warmup,,
1996-07-19,,,,,,,,warmup,,
1996-07-26,,,,,,,,warmup,,
1996-08-02,,,,,,,,warmup,,
1996-08-09,,,,,,,,warmup,,
1996-08-16,,,,,,,,warmup,,
1996-08-23,,,,,,,,warmup,,
1996-08-30,,,,,,,,warmup,,
1996-09-06,,,,,,,,warmup,,
1996-09-13,,,,,,,,warmup,,
1996-09-20,,,,,,,,warmup,,
1996-09-27,,,,,,,,warmup,,
1996-10-04,,,,,,,,warmup,,
1996-10-11,,,,,,,,warmup,,
1996-10-18,,,,,,,,warmup,,
1996-10-25,,,,,,,,warmup,,
1996-11-01,,,,,,,,warmup,,
1996-11-08,,,,,,,,warmup,,
1996-11-15,,,,,,,,warmup,,
1996-11-22,,,,,,,,warmup,,
1996-11-29,,,,,,,,warmup,,
1996-12-06,,,,,,,,warmup,,
1996-12-13,,,,,,,,warmup,,
1996-12-20,,,,,,,,warmup,,
1996-12-27,,,,,,,,warmup,,
1997-01-03,,,,,,,,warmup,,
1997-01-10,,,,,,,,warmup,,
1997-01-17,,,,,,,,warmup,,
1997-01-24,,,,,,,,warmup,,
1997-01-31,,,,,,,,warmup,,
1997-02-07,,,,,,,,warmup,,
1997-02-14,,,,,,,,warmup,,
1997-02-21,,,,,,,,warmup,,
1997-02-28,,,,,,,,warmup,,
1997-03-07,,,,,,,,warmup,,
1997-03-14,,,,,,,,warmup,,
1997-03-21,,,,,,,,warmup,,
1997-03-28,,,,,,,,warmup,,
1997-04-04,,,,,,,,warmup,,
1997-04-11,,,,,,,,warmup,,
1997-04-18,,,,,,,,warmup,,
1997-04-25,,,,,,,,warmup,,
1997-05-02,,,,,,,,warmup,,
1997-05-09,,,,,,,,warmup,,
1997-05-16,,,,,,,,warmup,,
1997-05-23,,,,,,,,warmup,,
1997-05-30,,,,,,,,warmup,,
1997-06-06,,,,,,,,warmup,,
1997-06-13,,,,,,,,warmup,,
1997-06-20,,,,,,,,warmup,,
1997-06-27,,,,,,,,warmup,,
1997-07-04,,,,,,,,warmup,,
1997-07-11,,,,,,,,warmup,,
1997-07-18,,,,,,,,warmup,,
1997-07-25,,,,,,,,warmup,,
1997-08-01,,,,,,,,warmup,,
1997-08-08,,,,,,,,warmup,,
1997-08-15,,,,,,,,warmup,,
1997-08-22,,,,,,,,warmup,,
1997-08-29,,,,,,,,warmup,,
1997-09-05,,,,,,,,warmup,,
1997-09-12,,,,,,,,warmup,,
1997-09-19,,,,,,,,warmup,,
1997-09-26,,,,,,,,warmup,,
1997-10-03,,,,,,,,warmup,,
1997-10-10,,,,,,,,warmup,,
1997-10-17,,,,,,,,warmup,,
1997-10-24,,,,,,,,warmup,,
1997-10-31,,,,,,,,warmup,,
1997-11-07,,,,,,,,warmup,,
1997-11-14,,,,,,,,warmup,,
1997-11-21,,,,,,,,warmup,,
1997-11-28,,,,,,,,warmup,,
1997-12-05,,,,,,,,warmup,,
1997-12-12,,,,,,,,warmup,,
1997-12-19,,,,,,,,warmup,,
1997-12-26,,,,,,,,warmup,,
1998-01-02,,,,,,,,warmup,,
1998-01-09,,,,,,,,warmup,,
1998-01-16,,,,,,,,warmup,,
1998-01-23,,,,,,,,warmup,,
1998-01-30,,,,,,,,warmup,,
1998-02-06,,,,,,,,warmup,,
1998-02-13,,,,,,,,warmup,,
1998-02-20,,,,,,,,warmup,,
1998-02-27,,,,,,,,warmup,,
1998-03-06,,,,,,,,warmup,,
1998-03-13,,,,,,,,warmup,,
1998-03-20,,,,,,,,warmup,,
1998-03-27,,,,,,,,warmup,,
1998-04-03,,,,,,,,warmup,,
1998-04-10,,,,,,,,warmup,,
1998-04-17,,,,,,,,warmup,,
1998-04-24,,,,,,,,warmup,,
1998-05-01,,,,,,,,warmup,,
1998-05-08,,,,,,,,warmup,,
1998-05-15,,,,,,,,warmup,,
1998-05-22,,,,,,,,warmup,,
1998-05-29,,,,,,,,warmup,,
1998-06-05,,,,,,,,warmup,,
1998-06-12,,,,,,,,warmup,,
1998-06-19,,,,,,,,warmup,,
1998-06-26,,,,,,,,warmup,,
1998-07-03,,,,,,,,warmup,,
1998-07-10,,,,,,,,warmup,,
1998-07-17,,,,,,,,warmup,,
1998-07-24,,,,,,,,warmup,,
1998-07-31,,,,,,,,warmup,,
1998-08-07,,,,,,,,warmup,,
1998-08-14,,,,,,,,warmup,,
1998-08-21,,,,,,,,warmup,,
1998-08-28,,,,,,,,warmup,,
1998-09-04,,,,,,,,warmup,,
1998-09-11,,,,,,,,warmup,,
1998-09-18,,,,,,,,warmup,,
1998-09-25,,,,,,,,warmup,,
1998-10-02,,,,,,,,warmup,,
1998-10-09,,,,,,,,warmup,,
1998-10-16,,,,,,,,warmup,,
1998-10-23,,,,,,,,warmup,,
1998-10-30,,,,,,,,warmup,,
1998-11-06,,,,,,,,warmup,,
1998-11-13,,,,,,,,warmup,,
1998-11-20,,,,,,,,warmup,,
1998-11-27,,,,,,,,warmup,,
1998-12-04,,,,,,,,warmup,,
1998-12-11,,,,,,,,warmup,,
1998-12-18,,,,,,,,warmup,,
1998-12-25,,,,,,,,warmup,,
1999-01-01,,,,,,,,warmup,,
1999-01-08,,,,,,,,warmup,,
1999-01-15,,,,,,,,warmup,,
1999-01-22,,,,,,,,warmup,,
1999-01-29,,,,,,,,warmup,,
1999-02-05,,,,,,,,warmup,,
1999-02-12,,,,,,,,warmup,,
1999-02-19,,,,,,,,warmup,,
1999-02-26,,,,,,,,warmup,,
1999-03-05,,,,,,,,warmup,,
1999-03-12,,,,,,,,warmup,,
1999-03-19,,,,,,,,warmup,,
1999-03-26,,,,,,,,warmup,,
1999-04-02,,,,,,,,warmup,,
1999-04-09,,,,,,,,warmup,,
1999-04-16,,,,,,,,warmup,,
1999-04-23,,,,,,,,warmup,,
1999-04-30,,,,,,,,warmup,,
1999-05-07,,,,,,,,warmup,,
1999-05-14,,,,,,,,warmup,,
1999-05-21,,,,,,,,warmup,,
1999-05-28,,,,,,,,warmup,,
1999-06-04,,,,,,,,warmup,,
1999-06-11,,,,,,,,warmup,,
1999-06-18,,,,,,,,warmup,,
1999-06-25,,,,,,,,warmup,,
1999-07-02,,,,,,,,warmup,,
1999-07-09,,,,,,,,warmup,,
1999-07-16,,,,,,,,warmup,,
1999-07-23,,,,,,,,warmup,,
1999-07-30,,,,,,,,warmup,,
1999-08-06,,,,,,,,warmup,,
1999-08-13,,,,,,,,warmup,,
1999-08-20,,,,,,,,warmup,,
1999-08-27,,,,,,,,warmup,,
1999-09-03,,,,,,,,warmup,,
1999-09-10,,,,,,,,warmup,,
1999-09-17,,,,,,,,warmup,,
1999-09-24,,,,,,,,warmup,,
1999-10-01,,,,,,,,warmup,,
1999-10-08,,,,,,,,warmup,,
1999-10-15,,,,,,,,warmup,,
1999-10-22,,,,,,,,warmup,,
1999-10-29,,,,,,,,warmup,,
1999-11-05,,,,,,,,warmup,,
1999-11-12,,,,,,,,warmup,,
1999-11-19,,,,,,,,warmup,,
1999-11-26,,,,,,,,warmup,,
1999-12-03,,,,,,,,warmup,,
1999-12-10,,,,,,,,warmup,,
1999-12-17,,,,,,,,warmup,,
1999-12-24,,,,,,,,warmup,,
1999-12-31,,,,,,,,warmup,,
2000-01-07,,,,,,,,warmup,,
2000-01-14,,,,,,,,warmup,,
2000-01-21,,,,,,,,warmup,,
2000-01-28,,,,,,,,warmup,,
2000-02-04,,,,,,,,warmup,,
2000-02-11,,,,,,,,warmup,,
2000-02-18,,,,,,,,warmup,,
2000-02-25,,,,,,,,warmup,,
2000-03-03,,,,,,,,warmup,,
2000-03-10,,,,,,,,warmup,,
2000-03-17,,,,,,,,warmup,,
2000-03-24,,,,,,,,warmup,,
2000-03-31,,,,,,,,warmup,,
2000-04-07,,,,,,,,warmup,,
2000-04-14,,,,,,,,warmup,,
2000-04-21,,,,,,,,warmup,,
2000-04-28,,,,,,,,warmup,,
2000-05-05,,,,,,,,warmup,,
2000-05-12,,,,,,,,warmup,,
2000-05-19,,,,,,,,warmup,,
2000-05-26,,,,,,,,warmup,,
2000-06-02,,,,,,,,warmup,,
2000-06-09,,,,,,,,warmup,,
2000-06-16,,,,,,,,warmup,,
2000-06-23,,,,,,,,warmup,,
2000-06-30,,,,,,,,warmup,,
2000-07-07,,,,,,,,warmup,,
2000-07-14,,,,,,,,warmup,,
2000-07-21,,,,,,,,warmup,,
2000-07-28,,,,,,,,warmup,,
2000-08-04,,,,,,,,warmup,,
2000-08-11,,,,,,,,warmup,,
2000-08-18,,,,,,,,warmup,,
2000-08-25,,,,,,,,warmup,,
2000-09-01,,,,,,,,warmup,,
2000-09-08,,,,,,,,warmup,,
2000-09-15,,,,,,,,warmup,,
2000-09-22,,,,,,,,warmup,,
2000-09-29,,,,,,,,warmup,,
2000-10-06,,,,,,,,warmup,,
2000-10-13,,,,,,,,warmup,,
2000-10-20,,,,,,,,warmup,,
2000-10-27,,,,,,,,warmup,,
2000-11-03,,,,,,,,warmup,,
2000-11-10,,,,,,,,warmup,,
2000-11-17,,,,,,,,warmup,,
2000-11-24,,,,,,,,warmup,,
2000-12-01,,,,,,,,warmup,,
2000-12-08,,,,,,,,warmup,,
2000-12-15,,,,,,,,warmup,,
2000-12-22,,,,,,,,warmup,,
2000-12-29,,,,,,,,warmup,,
2001-01-05,,,,,,,,warmup,,
2001-01-12,,,,,,,,warmup,,
2001-01-19,,,,,,,,warmup,,
2001-01-26,,,,,,,,warmup,,
2001-02-02,,,,,,,,warmup,,
2001-02-09,,,,,,,,warmup,,
2001-02-16,,,,,,,,warmup,,
2001-02-23,,,,,,,,warmup,,
2001-03-02,,,,,,,,warmup,,
2001-03-09,,,,,,,,warmup,,
2001-03-16,,,,,,,,warmup,,
2001-03-23,,,,,,,,warmup,,
2001-03-30,,,,,,,,warmup,,
2001-04-06,,,,,,,,warmup,,
2001-04-13,,,,,,,,warmup,,
2001-04-20,,,,,,,,warmup,,
2001-04-27,,,,,,,,warmup,,
2001-05-04,,,,,,,,warmup,,
2001-05-11,,,,,,,,warmup,,
2001-05-18,,,,,,,,warmup,,
2001-05-25,,,,,,,,warmup,,
2001-06-01,,,,,,,,warmup,,
2001-06-08,,,,,,,,warmup,,
2001-06-15,,,,,,,,warmup,,
2001-06-22,,,,,,,,warmup,,
2001-06-29,,,,,,,,warmup,,
2001-07-06,,,,,,,,warmup,,
2001-07-13,,,,,,,,warmup,,
2001-07-20,,,,,,,,warmup,,
2001-07-27,,,,,,,,warmup,,
2001-08-03,,,,,,,,warmup,,
2001-08-10,,,,,,,,warmup,,
2001-08-17,,,,,,,,warmup,,
2001-08-24,,,,,,,,warmup,,
2001-08-31,,,,,,,,warmup,,
2001-09-07,,,,,,,,warmup,,
2001-09-14,,,,,,,,warmup,,
2001-09-21,,,,,,,,warmup,,
2001-09-28,,,,,,,,warmup,,
2001-10-05,,,,,,,,warmup,,
2001-10-12,,,,,,,,warmup,,
2001-10-19,,,,,,,,warmup,,
2001-10-26,,,,,,,,warmup,,
2001-11-02,,,,,,,,warmup,,
2001-11-09,,,,,,,,warmup,,
2001-11-16,,,,,,,,warmup,,
2001-11-23,,,,,,,,warmup,,
2001-11-30,,,,,,,,warmup,,
2001-12-07,,,,,,,,warmup,,
2001-12-14,,,,,,,,warmup,,
2001-12-21,,,,,,,,warmup,,
2001-12-28,,,,,,,,warmup,,
2002-01-04,,,,,,,,warmup,,
2002-01-11,,,,,,,,warmup,,
2002-01-18,,,,,,,,warmup,,
2002-01-25,,,,,,,,warmup,,
2002-02-01,,,,,,,,warmup,,
2002-02-08,,,,,,,,warmup,,
2002-02-15,,,,,,,,warmup,,
2002-02-22,,,,,,,,warmup,,
2002-03-01,,,,,,,,warmup,,
2002-03-08,,,,,,,,warmup,,
2002-03-15,,,,,,,,warmup,,
2002-03-22,,,,,,,,warmup,,
2002-03-29,,,,,,,,warmup,,
2002-04-05,,,,,,,,warmup,,
2002-04-12,,,,,,,,warmup,,
2002-04-19,,,,,,,,warmup,,
2002-04-26,,,,,,,,warmup,,
2002-05-03,,,,,,,,warmup,,
2002-05-10,,,,,,,,warmup,,
2002-05-17,,,,,,,,warmup,,
2002-05-24,,,,,,,,warmup,,
2002-05-31,,,,,,,,warmup,,
2002-06-07,,,,,,,,warmup,,
2002-06-14,,,,,,,,warmup,,
2002-06-21,,,,,,,,warmup,,
2002-06-28,,,,,,,,warmup,,
2002-07-05,,,,,,,,warmup,,
2002-07-12,,,,,,,,warmup,,
2002-07-19,,,,,,,,warmup,,
2002-07-26,,,,,,,,warmup,,
2002-08-02,,,,,,,,warmup,,
2002-08-09,,,,,,,,warmup,,
2002-08-16,,,,,,,,warmup,,
2002-08-23,,,,,,,,warmup,,
2002-08-30,,,,,,,,warmup,,
2002-09-06,,,,,,,,warmup,,
2002-09-13,,,,,,,,warmup,,
2002-09-20,,,,,,,,warmup,,
2002-09-27,,,,,,,,warmup,,
2002-10-04,,,,,,,,warmup,,
2002-10-11,,,,,,,,warmup,,
2002-10-18,,,,,,,,warmup,,
2002-10-25,,,,,,,,warmup,,
2002-11-01,,,,,,,,warmup,,
2002-11-08,,,,,,,,warmup,,
2002-11-15,,,,,,,,warmup,,
2002-11-22,,,,,,,,warmup,,
2002-11-29,,,,,,,,warmup,,
2002-12-06,,,,,,,,warmup,,
2002-12-13,,,,,,,,warmup,,
2002-12-20,,,,,,,,warmup,,
2002-12-27,,,,,,,,warmup,,
2003-01-03,,,,,,,,warmup,,
2003-01-10,,,,,,,,warmup,,
2003-01-17,,,,,,,,warmup,,
2003-01-24,,,,,,,,warmup,,
2003-01-31,,,,,,,,warmup,,
2003-02-07,,,,,,,,warmup,,
2003-02-14,,,,,,,,warmup,,
2003-02-21,,,,,,,,warmup,,
2003-02-28,,,,,,,,warmup,,
2003-03-07,,,,,,,,warmup,,
2003-03-14,,,,,,,,warmup,,
2003-03-21,,,,,,,,warmup,,
2003-03-28,,,,,,,,warmup,,
2003-04-04,,,,,,,,warmup,,
2003-04-11,,,,,,,,warmup,,
2003-04-18,,,,,,,,warmup,,
2003-04-25,,,,,,,,warmup,,
2003-05-02,,,,,,,,warmup,,
2003-05-09,,,,,,,,warmup,,
2003-05-16,,,,,,,,warmup,,
2003-05-23,,,,,,,,warmup,,
2003-05-30,,,,,,,,warmup,,
2003-06-06,,,,,,,,warmup,,
2003-06-13,,,,,,,,warmup,,
2003-06-20,,,,,,,,warmup,,
2003-06-27,,,,,,,,warmup,,
2003-07-04,,,,,,,,warmup,,
2003-07-11,,,,,,,,warmup,,
2003-07-18,,,,,,,,warmup,,
2003-07-25,,,,,,,,warmup,,
2003-08-01,,,,,,,,warmup,,
2003-08-08,,,,,,,,warmup,,
2003-08-15,,,,,,,,warmup,,
2003-08-22,,,,,,,,warmup,,
2003-08-29,,,,,,,,warmup,,
2003-09-05,,,,,,,,warmup,,
2003-09-12,,,,,,,,warmup,,
2003-09-19,,,,,,,,warmup,,
2003-09-26,,,,,,,,warmup,,
2003-10-03,,,,,,,,warmup,,
2003-10-10,,,,,,,,warmup,,
2003-10-17,,,,,,,,warmup,,
2003-10-24,,,,,,,,warmup,,
2003-10-31,,,,,,,,warmup,,
2003-11-07,,,,,,,,warmup,,
2003-11-14,,,,,,,,warmup,,
2003-11-21,,,,,,,,warmup,,
2003-11-28,,,,,,,,warmup,,
2003-12-05,,,,,,,,warmup,,
2003-12-12,,,,,,,,warmup,,
2003-12-19,,,,,,,,warmup,,
2003-12-26,,,,,,,,warmup,,
2004-01-02,,,,,,,,warmup,,
2004-01-09,,,,,,,,warmup,,
2004-01-16,,,,,,,,warmup,,
2004-01-23,,,,,,,,warmup,,
2004-01-30,,,,,,,,warmup,,
2004-02-06,,,,,,,,warmup,,
2004-02-13,,,,,,,,warmup,,
2004-02-20,,,,,,,,warmup,,
2004-02-27,,,,,,,,warmup,,
2004-03-05,,,,,,,,warmup,,
2004-03-12,,,,,,,,warmup,,
2004-03-19,,,,,,,,warmup,,
2004-03-26,,,,,,,,warmup,,
2004-04-02,,,,,,,,warmup,,
2004-04-09,,,,,,,,warmup,,
2004-04-16,,,,,,,,warmup,,
2004-04-23,,,,,,,,warmup,,
2004-04-30,,,,,,,,warmup,,
2004-05-07,,,,,,,,warmup,,
2004-05-14,,,,,,,,warmup,,
2004-05-21,,,,,,,,warmup,,
2004-05-28,,,,,,,,warmup,,
2004-06-04,,,,,,,,warmup,,
2004-06-11,,,,,,,,warmup,,
2004-06-18,,,,,,,,warmup,,
2004-06-25,,,,,,,,warmup,,
2004-07-02,,,,,,,,warmup,,
2004-07-09,,,,,,,,warmup,,
2004-07-16,,,,,,,,warmup,,
2004-07-23,,,,,,,,warmup,,
2004-07-30,,,,,,,,warmup,,
2004-08-06,,,,,,,,warmup,,
2004-08-13,,,,,,,,warmup,,
2004-08-20,,,,,,,,warmup,,
2004-08-27,,,,,,,,warmup,,
2004-09-03,,,,,,,,warmup,,
2004-09-10,,,,,,,,warmup,,
2004-09-17,,,,,,,,warmup,,
2004-09-24,,,,,,,,warmup,,
2004-10-01,,,,,,,,warmup,,
2004-10-08,,,,,,,,warmup,,
2004-10-15,,,,,,,,warmup,,
2004-10-22,,,,,,,,warmup,,
2004-10-29,,,,,,,,warmup,,
2004-11-05,,,,,,,,warmup,,
2004-11-12,,,,,,,,warmup,,
2004-11-19,,,,,,,,warmup,,
2004-11-26,,,,,,,,warmup,,
2004-12-03,,,,,,,,warmup,,
2004-12-10,,,,,,,,warmup,,
2004-12-17,,,,,,,,warmup,,
2004-12-24,,,,,,,,warmup,,
2004-12-31,,,,,,,,warmup,,
2005-01-07,,,,,,,,warmup,,
2005-01-14,,,,,,,,warmup,,
2005-01-21,,,,,,,,warmup,,
2005-01-28,,,,,,,,warmup,,
2005-02-04,,,,,,,,warmup,,
2005-02-11,,,,,,,,warmup,,
2005-02-18,,,,,,,,warmup,,
2005-02-25,,,,,,,,warmup,,
2005-03-04,,,,,,,,warmup,,
2005-03-11,,,,,,,,warmup,,
2005-03-18,,,,,,,,warmup,,
2005-03-25,,,,,,,,warmup,,
2005-04-01,,,,,,,,warmup,,
2005-04-08,,,,,,,,warmup,,
2005-04-15,,,,,,,,warmup,,
2005-04-22,,,,,,,,warmup,,
2005-04-29,,,,,,,,warmup,,
2005-05-06,,,,,,,,warmup,,
2005-05-13,,,,,,,,warmup,,
2005-05-20,,,,,,,,warmup,,
2005-05-27,,,,,,,,warmup,,
2005-06-03,,,,,,,,warmup,,
2005-06-10,,,,,,,,warmup,,
2005-06-17,,,,,,,,warmup,,
2005-06-24,,,,,,,,warmup,,
2005-07-01,,,,,,,,warmup,,
2005-07-08,,,,,,,,warmup,,
2005-07-15,,,,,,,,warmup,,
2005-07-22,,,,,,,,warmup,,
2005-07-29,,,,,,,,warmup,,
2005-08-05,,,,,,,,warmup,,
2005-08-12,,,,,,,,warmup,,
2005-08-19,,,,,,,,warmup,,
2005-08-26,,,,,,,,warmup,,
2005-09-02,,,,,,,,warmup,,
2005-09-09,,,,,,,,warmup,,
2005-09-16,,,,,,,,warmup,,
2005-09-23,,,,,,,,warmup,,
2005-09-30,,,,,,,,warmup,,
2005-10-07,,,,,,,,warmup,,
2005-10-14,,,,,,,,warmup,,
2005-10-21,,,,,,,,warmup,,
2005-10-28,,,,,,,,warmup,,
2005-11-04,,,,,,,,warmup,,
2005-11-11,,,,,,,,warmup,,
2005-11-18,,,,,,,,warmup,,
2005-11-25,,,,,,,,warmup,,
2005-12-02,,,,,,,,warmup,,
2005-12-09,,,,,,,,warmup,,
2005-12-16,,,,,,,,warmup,,
2005-12-23,,,,,,,,warmup,,
2005-12-30,,,,,,,,warmup,,
2006-01-06,,,,,,,,warmup,,
2006-01-13,,,,,,,,warmup,,
2006-01-20,,,,,,,,warmup,,
2006-01-27,,,,,,,,warmup,,
2006-02-03,,,,,,,,warmup,,
2006-02-10,,,,,,,,warmup,,
2006-02-17,,,,,,,,warmup,,
2006-02-24,,,,,,,,warmup,,
2006-03-03,,,,,,,,warmup,,
2006-03-10,,,,,,,,warmup,,
2006-03-17,,,,,,,,warmup,,
2006-03-24,,,,,,,,warmup,,
2006-03-31,,,,,,,,warmup,,
2006-04-07,,,,,,,,warmup,,
2006-04-14,,,,,,,,warmup,,
2006-04-21,,,,,,,,warmup,,
2006-04-28,,,,,,,,warmup,,
2006-05-05,,,,,,,,warmup,,
2006-05-12,,,,,,,,warmup,,
2006-05-19,,,,,,,,warmup,,
2006-05-26,,,,,,,,warmup,,
2006-06-02,,,,,,,,warmup,,
2006-06-09,,,,,,,,warmup,,
2006-06-16,,,,,,,,warmup,,
2006-06-23,,,,,,,,warmup,,
2006-06-30,,,,,,,,warmup,,
2006-07-07,,,,,,,,warmup,,
2006-07-14,,,,,,,,warmup,,
2006-07-21,,,,,,,,warmup,,
2006-07-28,,,,,,,,warmup,,
2006-08-04,,,,,,,,warmup,,
2006-08-11,,,,,,,,warmup,,
2006-08-18,,,,,,,,warmup,,
2006-08-25,,,,,,,,warmup,,
2006-09-01,,,,,,,,warmup,,
2006-09-08,,,,,,,,warmup,,
2006-09-15,,,,,,,,warmup,,
2006-09-22,,,,,,,,warmup,,
2006-09-29,,,,,,,,warmup,,
2006-10-06,,,,,,,,warmup,,
2006-10-13,,,,,,,,warmup,,
2006-10-20,,,,,,,,warmup,,
2006-10-27,,,,,,,,warmup,,
2006-11-03,,,,,,,,warmup,,
2006-11-10,,,,,,,,warmup,,
2006-11-17,,,,,,,,warmup,,
2006-11-24,,,,,,,,warmup,,
2006-12-01,,,,,,,,warmup,,
2006-12-08,,,,,,,,warmup,,
2006-12-15,,,,,,,,warmup,,
2006-12-22,,,,,,,,warmup,,
2006-12-29,,,,,,,,warmup,,
2007-01-05,,,,,,,,warmup,,
2007-01-12,,,,,,,,warmup,,
2007-01-19,,,,,,,,warmup,,
2007-01-26,,,,,,,,warmup,,
2007-02-02,,,,,,,,warmup,,
2007-02-09,,,,,,,,warmup,,
2007-02-16,,,,,,,,warmup,,
2007-02-23,,,,,,,,warmup,,
2007-03-02,,,,,,,,warmup,,
2007-03-09,,,,,,,,warmup,,
2007-03-16,,,,,,,,warmup,,
2007-03-23,,,,,,,,warmup,,
2007-03-30,,,,,,,,warmup,,
2007-04-06,,,,,,,,warmup,,
2007-04-13,,,,,,,,warmup,,
2007-04-20,,,,,,,,warmup,,
2007-04-27,,,,,,,,warmup,,
2007-05-04,,,,,,,,warmup,,
2007-05-11,,,,,,,,warmup,,
2007-05-18,,,,,,,,warmup,,
2007-05-25,,,,,,,,warmup,,
2007-06-01,,,,,,,,warmup,,
2007-06-08,,,,,,,,warmup,,
2007-06-15,,,,,,,,warmup,,
2007-06-22,,,,,,,,warmup,,
2007-06-29,,,,,,,,warmup,,
2007-07-06,,,,,,,,warmup,,
2007-07-13,,,,,,,,warmup,,
2007-07-20,,,,,,,,warmup,,
2007-07-27,,,,,,,,warmup,,
2007-08-03,,,,,,,,warmup,,
2007-08-10,,,,,,,,warmup,,
2007-08-17,,,,,,,,warmup,,
2007-08-24,,,,,,,,warmup,,
2007-08-31,,,,,,,,warmup,,
2007-09-07,,,,,,,,warmup,,
2007-09-14,,,,,,,,warmup,,
2007-09-21,,,,,,,,warmup,,
2007-09-28,,,,,,,,warmup,,
2007-10-05,,,,,,,,warmup,,
2007-10-12,,,,,,,,warmup,,
2007-10-19,,,,,,,,warmup,,
2007-10-26,,,,,,,,warmup,,
2007-11-02,,,,,,,,warmup,,
2007-11-09,,,,,,,,warmup,,
2007-11-16,,,,,,,,warmup,,
2007-11-23,,,,,,,,warmup,,
2007-11-30,,,,,,,,warmup,,
2007-12-07,,,,,,,,warmup,,
2007-12-14,,,,,,,,warmup,,
2007-12-21,,,,,,,,warmup,,
2007-12-28,,,,,,,,warmup,,
2008-01-04,,,,,,,,warmup,,
2008-01-11,,,,,,,,warmup,,
2008-01-18,,,,,,,,warmup,,
2008-01-25,,,,,,,,warmup,,
2008-02-01,,,,,,,,warmup,,
2008-02-08,,,,,,,,warmup,,
2008-02-15,,,,,,,,warmup,,
2008-02-22,,,,,,,,warmup,,
2008-02-29,,,,,,,,warmup,,
2008-03-07,,,,,,,,warmup,,
2008-03-14,,,,,,,,warmup,,
2008-03-21,,,,,,,,warmup,,
2008-03-28,,,,,,,,warmup,,
2008-04-04,,,,,,,,warmup,,
2008-04-11,,,,,,,,warmup,,
2008-04-18,,,,,,,,warmup,,
2008-04-25,,,,,,,,warmup,,
2008-05-02,,,,,,,,warmup,,
2008-05-09,,,,,,,,warmup,,
2008-05-16,,,,,,,,warmup,,
2008-05-23,,,,,,,,warmup,,
2008-05-30,,,,,,,,warmup,,
2008-06-06,,,,,,,,warmup,,
2008-06-13,,,,,,,,warmup,,
2008-06-20,,,,,,,,warmup,,
2008-06-27,,,,,,,,warmup,,
2008-07-04,,,,,,,,warmup,,
2008-07-11,,,,,,,,warmup,,
2008-07-18,,,,,,,,warmup,,
2008-07-25,,,,,,,,warmup,,
2008-08-01,,,,,,,,warmup,,
2008-08-08,,,,,,,,warmup,,
2008-08-15,,,,,,,,warmup,,
2008-08-22,,,,,,,,warmup,,
2008-08-29,,,,,,,,warmup,,
2008-09-05,,,,,,,,warmup,,
2008-09-12,,,,,,,,warmup,,
2008-09-19,,,,,,,,warmup,,
2008-09-26,,,,,,,,warmup,,
2008-10-03,,,,,,,,warmup,,
2008-10-10,,,,,,,,warmup,,
2008-10-17,,,,,,,,warmup,,
2008-10-24,,,,,,,,warmup,,
2008-10-31,,,,,,,,warmup,,
2008-11-07,,,,,,,,warmup,,
2008-11-14,,,,,,,,warmup,,
2008-11-21,,,,,,,,warmup,,
2008-11-28,,,,,,,,warmup,,
2008-12-05,,,,,,,,warmup,,
2008-12-12,,,,,,,,warmup,,
2008-12-19,,,,,,,,warmup,,
2008-12-26,,,,,,,,warmup,,
2009-01-02,,,,,,,,warmup,,
2009-01-09,,,,,,,,warmup,,
2009-01-16,,,,,,,,warmup,,
2009-01-23,,,,,,,,warmup,,
2009-01-30,,,,,,,,warmup,,
2009-02-06,,,,,,,,warmup,,
2009-02-13,,,,,,,,warmup,,
2009-02-20,,,,,,,,warmup,,
2009-02-27,,,,,,,,warmup,,
2009-03-06,,,,,,,,warmup,,
2009-03-13,,,,,,,,warmup,,
2009-03-20,,,,,,,,warmup,,
2009-03-27,,,,,,,,warmup,,
2009-04-03,,,,,,,,warmup,,
2009-04-10,,,,,,,,warmup,,
2009-04-17,,,,,,,,warmup,,
2009-04-24,,,,,,,,warmup,,
2009-05-01,,,,,,,,warmup,,
2009-05-08,,,,,,,,warmup,,
